[],"RT @GiletsJaunesGo: 🔴 [Loi Anti-casseurs] - 5 février 
Le droit de manifester est mort...
L’assemblée a votée avec une large majorité, la #…",Myriame630,
['Macron'],"RT @PureTele: ⚡️ EVRY-COURCOURONNES / Vidéo exclusive ⚠️ de l’arrivée du président #Macron dans le cadre du grand débat national, aujourd’h…",ufoflyings,Palestine
"['Taché', 'LREM', 'casseurs', 'FN']",RT @LalobaRose: Alors que #Taché des #LREM ne votera pas la loi anti-#casseurs le #FN lui la votera probablement Après avoir affirmé à des…,HorvillePaul,"Chelles, France"
[],RT @YMalestre: Un tas de gens touchent la prime d'activité et elle est conséquente : plusieurs témoignages à la télé dont 1 homme dit gagne…,jeremy_gulper,
['GiletsJaunes'],RT @edwyplenel: Merci aux #GiletsJaunes pour ce soutien spontané qui fait chaud au cœur. Coincé au palais de justice à cause du procès Baup…,Toutenrab,
"['GreveGenerale5fevrier', 'GreveGenerale', 'GiletsJaunes']","RT @ChalecosAmarill: MAXIMA DIFUSION
PARIS - Quelques tensions à l’avant du cortège

#GreveGenerale5fevrier #GreveGenerale #GiletsJaunes #C…",ELFLACOALVAREZ,"BRONX, NEW YORK"
['EmmanuelMacron'],"RT @tcabarrus: ""L'intérêt des échanges d'#EmmanuelMacron avec des élus et des citoyens, c'est sa capacité à montrer la complexité des chose…",greg2Co,Normandie
['GiletsJaunes'],"RT @CtrlAltDroite: Je mets en garde les #GiletsJaunes contre la tentation d'un rapprochement avec les syndicats, qui sont restés inertes fa…",gaiaa641,
[],"RT @Juanico: «Pourquoi une telle frilosité vis-à-vis d’une innovation sociale majeure : l’expérimentation d’un revenu de base, qui aurait ê…",soleneinparis,
"['GreveGenerale5fevrier', 'GiletsJaunes']",RT @alexiscorbiere: A la manifestation de la #GreveGenerale5fevrier où syndicats et #GiletsJaunes défilent ensemble. https://t.co/84ujHQz7uy,FerdinandDemara,48°52'12.77 N 2°18'59.77 E
[],"RT @GiletsJaunesGo: 🔴 [Loi Anti-casseurs] - 5 février 
Le droit de manifester est mort...
L’assemblée a votée avec une large majorité, la #…",Arezki_IV,Tiqachitt Ichenoun Ahunnu
"['GreveGenerale5fevrier', 'GreveGenerale', 'GiletsJaunes']","RT @ChalecosAmarill: MAXIMA DIFUSION
PARIS - Quelques tensions à l’avant du cortège

#GreveGenerale5fevrier #GreveGenerale #GiletsJaunes #C…",gupayootwt,
"['GiletsJaunes', '5fevrier']","RT @SyndicatC: Soutien à @Mediapart, un journaliste prend la parole pour remercier les #GiletsJaunes #5fevrier https://t.co/TdJ8EwQH09",MFenNormandie,Paris - Normandie
[],"RT @MaximeCochard_: Amazon, l'entreprise qui s'assoit sur le fisc, refuse de verser les 1000€ de prime Macron, engrange le CICE, détruit no…",BuissonTheReal1,Ouistreham / Caen
"['GiletsJaunes', 'GiletsJeunes', 'femmesgiletsjaunes']","RT @Saufalivus: Convergence = nombre, durée et organisation. Les clefs de la victoire !

#GiletsJaunes #GiletsJeunes #femmesgiletsjaunes #A…",cataclem,montagne du sud
"['giletsjaunes', 'CGT', 'manifestation']",#giletsjaunes  #CGT #manifestation du mardi 5 février 2019 https://t.co/If6648KujD,MRDOM1730,
"['GiletsJaunes', 'MacronDemission']",RT @BarbaraMazieres: Mais pour les #GiletsJaunes c'est #MacronDemission https://t.co/W1kRtmgDF7,NinboChristian,"Ile-de-France, France"
