,tweet,retweets
2460,"Christophe #Dettinger, le boxeur de CRS de l""#acteVIII des #giletsjaunes, s'est vu refuser sa remise en liberté.",2
2463,"💥Cela fait 30 ans que politiciens de gauche et de droite, pouvoirs publics à leur suite, courtisent la France immigrée, alors qu’ils ignorent et méprisent la France périphérique  ",2
14797,"@CfdtBerger Quand je lis les commentaires ci dessous venant des militants CFDT traitant de fascistes les #GiletsJaunes sans preuves aucune de leur implication, on perçoit clairement la dérive LREM/droite des mecs ! Et si ça venait de votre camps, de gens qui se sentent cocus ??",2
2485,@lautreamont13 @VincentCespedes Les #GiletsJaunes sont des citoyens. C'est précisément l'étymologie de politique. Tout va bien donc : il ne nous reste plus qu'à pratiquer la demôs kratos pour acquérir la pratique. La culture viendra naturellement.,2
2494,Ils peuvent nous donnez des leçons avec la transition écologique #climat #recyclage #giletsjaunes #media,2
2570,"@RMCinfo @CCastaner Soit 194 km/h sur les routes de campagne et 405 km/h sur les voies rapides. En fait, les #GiletsJaunes roulent tous en Ferrari.",2
2569,"La perquisition chez Mediapart a été déclenchée sans plainte !!! À l’initiative du procureur seul, nommé par ... Macron !!! Hallucinant !! C’est excessivement grave ! #giletsjaunes #ActeXIII #Macrondemission",2
14693,"#GiletsJaunes “On a cru élire un Président de la République, on a un manager de la République en réalité” @Guillaume_Bigot #ChezMoix ",2
2559,"@luigidimaio @ale_dibattista Les personnes que vous avez rencontrées ne sont pas légitimes pour la majorité des #GiletsJaunes. Leur honnêteté est largement remise en cause. Les personnes suivies sont actuellement éric drouet. Priscilla ludovski. Fly rider, etierne chouard, Philippe Pascot.",2
2642,"@FDesor Pour info, y a pas que certains #GiletsJaunes qui sont pauvres en France.",2
2481,Excellente interview de @morandini_live @CNEWS ,2
14265,"Le ""capitalisme-vert"" est une arnaque &amp; la démission de N #Hulot en est la preuve. Seule la rupture avec ce système peut limiter la catastrophe climatique! #écologie #GiletsJaunes",2
3353,"📽️ 🎶 ""#Benalla, Benalla, même si vous n'en voulez pas, y'a Benalla.. Il n'ira pas en prison, parce que c'est le Pote à #Macron "" 🎵",2
3363,- Il cherche à faire oublier aux #GiletsJaunes et à tous les Français que la politique UE impacte directement a 🇫🇷 ,2
2607,"Si la loi était respectée, il n'y aurait pas de blessés, dit @CCastaner.",2
2636,"Arrestations arbitraires, traitements dégradants, mutilations, yeux crevés, mains arrachées, femme décédée, etc...",2
2632,"Plus je surf sur les réseaux, pour voir se que sont les #GiletsJaunes , je fini par hallucinée, ils découvrent que les choses ne sont pas parfaite, a croire qu'il aura fallu metre un gilet jaune pour comprendre que l'eau ça mouille.",2
2628,"Grâce au super lanceur d'alerte et leur algorithme qui t'ouvre le monde et surtout te montre ce que tu veux voir. Les #GiletsJaunes , sortez de ce réseau.",2
2619,"@LeMediaTV @LalobaRose @M_Orphelin @sergefaubert Si LeMedia n’était pas là, les #GiletsJaunes auraient du l’inventer. Merci @LeMediaTV",2
2608,"Sauf que voilà : quand la police blesse des #GiletsJaunes pacifiques, elle ne respecte pas la loi...",2
2795,@GiletsJaunesFr La  #Giletsjaunes : une grande marche partira le 16 février à #Marseille pour rejoindre #Paris,2
2815,"➡ Alstom-Siemens, camouflet pour Macron",2
12989,"@LeHuffPost Non , mais tout est bon pour reprendre la main puisque les médias sont là pour relayer sa comm.",2
2609,#PaillePoutre ,2
14546,@EmmanuelMacron @elysee MENTEUR vous n'ecrirez jamais aux francais ! #Macron avec son #GrandDebatNational fait du clientelisme....du vive la province... mais en verite chacun parle de sa paroisse. Alors Samedi... 1er samedi du mois. Il y a le porno de Canal et... #GiletsJaunes,2
14644,#CastanerMinistreDeLaTerreur,2
14645,#GiletsJaunes Ennemi public n°1 #CeuxDontOnNeDoitPasPrononcerLeNom,2
14647,#ActeXIII #OnNeLacheRien,2
14648,#StopMacron #YellowVests,2
14649,LES GILETS JAUNES SONT FINI ? ,2
14646,#TellementVrai !! Merci @RamousHGOFF 🙏👏👏👏👍,2
2635,#GiletsJaunes #ViolencesPolicieres,2
14562,Pour rappel #JeromeRodrigues n'a eu aucune condamnation.,2
3500,Les #GiletsJaunes de Paris donnant de l’argent à un sans-abri. ,2
3354,chanté dans le Cortège #GiletsJaunes #GreveGenerale5fevrier à #Paris,2
3499,Débat sur le #LBD (Flash-Ball) ! Beaucoup d’élus sont fatigués par les excés des casseurs qui accompagnent les manifestations des #GiletsJaunes et à juste titre mais malgré cela je vote le voeu de l’executif qui demande la suppression du #LBD #ConseilParis ,2
3476,"Samedi bal pop' masqué chez Castaner. On risque d'être moins nombreux, d'après l'éborgneur, mais beaucoup plus mobile et imprévisible, d'après moi. Tous Jojo dans les rues de Paris contre les brutes jusque tard dans la nuit jaune. Acte 13. #giletsjaunes",2
3473,PARIS : Les flics matraquent les #giletsjaunes lors de la #GrèveGénéral ...  #ric #democratie,2
3465,Dire que cela serait un GAG ne fera certainement pas rire grand monde. Un comble eût été plus approprié @JeudyBruno ! #GiletsJaunes #Razlebolfiscal #Technocratie #Horssol 💥 ,2
12564,4/ Les leaders des #GiletsJaunes sont financés par une puissance étrangère,2
3320,#GiletsJaunes #DiMaio ,2
3708,"Gloire et honneur aux premiers #GiletsJaunes #Gueulescassées de l' histoire , ceux du 6 février 1934 ! A bas les voleurs , A bas la Gueuse ! André BRETON avec nous :  Palais Bubon ! ",2
3699,@LeParisien_75 Avec un corner #GiletsJaunes @Galeries_Laf ?,2
3695,"@sputnik_fr Pendant l'#attentatDeNoel à #Strasbourg, le sentiment était bien partagé... sans plus. Mais ce serait terrible qu'un pouvoir #macron eût pensé à un tel stratagème criminel pour détourner le focus des #giletsJaunes. ",2
3691,#Macron #EnMarche #GiletsJaunes #ActeXIII ,2
3690,"Emmanuel Macron gagne six points en février, une forte hausse qui s’ajoute à celle du mois de janvier (+5).",2
3640,"Pour Frédéric Dabi, @EmmanuelMacron ne pouvait faire autrement que de descendre dans l’arène pour “renouer avec les Français et tenter de corriger son image d’arrogance et de distance qui transparaît dans les sondages”.
#GrandDebatNational #GiletsJaunes 

#Lyon : la police nationale se met hors la loi en obligeant les manifestants à retirer leur gilet jaune pour circuler librement dans la manifestation #GreveGenerale5fevrier #GiletsJaunes @davduf #GreveGenerale 
Vous attendiez avec impatience les nouveaux résultats des mentions des #GiletsJaunes en TV et Radio. Ils sont là et sont en baisse après une montée significative ces derniers mois ! 
Quand on vous dit que la #démocratie va mal !
N'en plaise à certains, et même si une grande majorité des #GiletsJaunes est sans aucun doute démocrate, cela s'appelle du #totalitarisme !
Total soutien à la @CFDT #BouchesDuRhône et grosses pensées amicales pour les deux salariées ! 
Dans le Canard d'aujourd'hui 
Hanouna défenseur auto-proclamé des #GiletsJaunes exploite tranquillement ses employés. Quand il est question de bénéfices le guignol ne rit plus. Vous avez dit tartuffe? 
#ActeXIII #femmesgiletsjaunes #Acte13 #RIC #GJ #LeGrandDebatNational 
⛽🚕 #2fevrier #Acte12
Un nouveau cas (380) en images des violences envers les #GiletsJaunes celui de Christophe. Christophe, tir tendu #LBD40, visage atteint. Usage inapproprié de l'arme. #CastanerDemission #NunezDemission #Dissolution #MacronDemission
  
Tu agites tes petits bras dans le vide Cher Alexis ! Ce qui tue ce pays c'est le chacun pour soit comme par exemple les familles de CSP++ qui s'accaparent les aides sociales réservées aux plus modestes et qui ensuite vont se pavaner en Amérique du Sud... #corbiere #GiletsJaunes 
La cause vénézuélienne est louable mais comment se fait-il qu’@EmmanuelMacron y joue les moralisateurs alors que son pays est occupé par les #Giletsjaunes ? En agissant ainsi tend le bâton pour se faire battre alors que la France est actuellement la risée du monde.
« Substituer constamment et complètement la réalité par le mensonge n’a pas pour conséquence de faire passer le mensonge pour la vérité,[...] mais de détruire les sens auxquels nous faisons appel pour nous repérer dans le monde réel»
H.Arendt 
#Macron #GiletsJaunes #GreveGenerale 
🔴 Paris, samedi 2 février, Acte XII :
Un container forcé, des jouets dispersés, des #GiletsJaunes qui rangent, des CRS qui les dérange, puis les repousse, avant enfin, de les matraquer... Pauvre France ! 
#Paris #2Février #ActeXII #Acte12 
📣 L'open society"" de Soros est la grande fakenews de la mondialisation"" (Christophe Guilluy) ou comment mettre les bobos et les élites progressistes en face de leur hypocrisie.",2
3638,"Hier, @remibourguignon, Maître de Conférences à l'IAE Paris - Sorbonne, était sur le plateau de @linfoduvrai pour décrypter le rapprochement entre la CGT et les #GiletsJaunes. Retrouvez son intervention ➡️",2
12362,#Giletsjaunes : Une majorité de Français soutient toujours le mouvement  ,2
3613,#HollandeScPo,2
16646,"@DeSjw D'ailleurs ça m'a fait bizarre de voir lors de la dernière manif, des militants qui n'avait jusqu'alors que mépris pour les #giletsjaunes. Est-ce l'approche des européennes qui leur a fait changer d'avis? Ou leur revirement est-il sincère?",2
17363,Il n'aime pas qu'on lui tienne tête et pense détenir la vérité absolue.,2
16524,"Chalençon: appelle à une prise du pouvoir par l'armée, affirme que « nous allons partir à la guerre civile »",2
19604,Le poids des mots :,2
19198,Nietzsche,2
19608,"L'européen étranger en Afrique on dira ""L'expatrié""",2
20296,"@ALeaument Dans ce cas la @FranceInsoumise doit ouvrir ses espaces de libre expression aux #GiletsJaunes et pourquoi pas, leur exposer les aides que ce mouvement pourrait leur apporter. Libre à eux ensuite d'accepter ou de refuser",2
19609,Acte XIII #autun #GiletsJaunes #GrandDebat,2
19639,"« La meilleure forteresse des tyrans, c’est l’inertie des peuples. »",2
20435,"Je fais donc un sondage à la question de Gérard Miller (@millerofficiel)  : ""Etes-vous pour une nouvelle république, une sixième république ? """,2
18305,Ils ont de ce fait confirmer leur complicité et non l’opposition avec #LREM Macron ,2
20729,"Une centaine de personnalités réclament à la ministre de la Santé, Agnès Buzyn, de ""lever le voile"" sur ""le nombre de manifestants &amp; de membres  des forces de l'ordre"" hospitalisés depuis le début du mouvement des #GiletsJaunes",2
9278,Et ça ....j'achèèèèèèète ! 👏👏👏,2
21338,"@GuyomardMarcel @sandrafellous_ Le PR dans l'écoute, l'empathie et la remise en question ? Rassurez-moi vous êtes un compte parodique ? Il s'écoute surtout parler, il est méprisant et n'a pas l'intention de changer d'un iota sa communication et ce qu'il a prévu !",2
21339,#GiletsJaunes #Acte13 #ActeXIII #Autun,2
18436,"Le philosophe @VincentCespedes dans @HeureDeBachelot, à propos de la #psychiatrie et du terrible #incendieparis",2
18298,Chlordécone : carton rouge pour Emmanuel Macron,2
21113,@RevPermanente 👍👍👍👏👏👏👏et un grand Merci à ce jeune ... Quel courage ! #GiletsJaunes,2
18478,"Selon que vous serez puissant ou misérable, les jugements de Cour vous rendront blanc ou noir #GiletsJaunes #ActeXIII #Acte13 ",2
18785,alors ceux qui sont allés se faire bénir par Macron je ne voterai plus jamais pour eux !  pensez y  #GiletsJaunes ou simplement citoyens écoeurés !  quelle tristesse de voir certains ou certaines monter les marches et participer à la mascarade du grand débat ! ,2
19199,#jesuisjojo #StylosRouges #lycéens #GiletsJaunes #philosophie #bonheur,2
19025,#GiletsJaunes #MacronÉviction,2
19640,Nicolas Machiavel,2
19204,C’est scandaleux ce qu’il se passe,2
19971,Si vous êtes traduit en justice (car s'opposer à #Macron est interdit) (...),2
20453,Mais putain la Chine c’est rien à côté de ces fous qui nous gouvernent. Il faut les arrêter coûte que coûte. ,2
20920,#Macron #MacronPiegeACons #MacronTour #MacronDégage #MacronDémission #MacronDestitution #Autun #granddebatnational #LREM #EnMarche ,2
19641,#jesuisjojo #mediapart #macron #macrondemission #StylosRouges #GiletsJaunes #RobesNoires,2
18297,#GrandDebatNational #chlordécone #GiletsJaunes,2
19733,Nietzsche ; Le Gai Savoir,2
19732,"« La vie comme moyen de connaissance » - avec ce principe au coeur on  peut non seulement vivre avec bravoure, mais encore vivre avec joie, rire de joie ! »",2
20436,#Coluche SONDAGE EXCLUSIF #autun #MontagneDOr Saône-et-Loire #GiletsJaunes #ActeXIII #Acte13 #Macron #GrandDebat #VraiDebat,2
21223,#gelbewesten #gelbewest #deutschland #allemagne #mayence #yellowvests #yellowvest #Ereignis #Universität #manifestation #mainz @gelbewestende ,2
18998,« Le bonheur de ceux qui connaissent augmente la beauté du monde et ensoleille tout ce qui est. »,2
8972,Vos Députés #LREM de #Vendee sont de bons élèves de #Macron 👏 ,2
18790,"Episode 4 : ""Pouvoir d'achat""​ #GiletsJaunes #société #communication #opinion #pouvoir ",2
18263,#Giletsjaunes : une femme de CRS répond à Karine Dettinger ,2
18262,#foutagedegueule ,2
20918,@WILLEMVANDUVEL @NavySeals93 @GabrielAttal @Elysee Tremblez!,2
20250,#Afrique #Gabon L'argent des gabonais s'evapore en liquide dans des valises de billets. Il est tant que les africains sortent leurs #GiletsJaunes Marre des pouvoirs qui volent les #peuples. ,2
19743,A Samedis.,2
19742,Parce qu'en France c'est diffusé sur @BFMTV @CNEWS @LCI et @franceinfo.,2
19205,Macron écoute Macron conseil Macron approuve Macron,2
20038,"Le président africain,sud-américain est ""Dictateur""",2
19690,TOUT. VA. BIEN,2
19689,"Nan mais, Y'a aucune dérive dans ce pays :",2
19207,Ce qui est dingue c’est qu’aucun maire ose interrompre ce scketch !#MacronDestitution,2
19206,Macron vit dans sa bulle et commence à parler tout seul.,2
18437,@pinel_en_lutte @agnesbuzyn @AssembleeNat @EstherBenbassa  @blousesnoires #pinelenlutte #gyrosbleus #InfirmieresOubliees #GiletsJaunes @ChuSaintEtienne @psy_stjacques ,2
18292,  ,2
10303,@paul_denton parce que les extrémistes ne sont pas au pouvoir ? vous êtes surs ? #GiletsJaunes,2
10219,"#Paris, #ActeXII, reportage @sergefaubert via @LeMediaTV ",2
9568,Montée du #PuyDeDome par les marcheurs #Lamarchepourlavie #GiletsJaunes en versons HD pour profiter de la beauté des paysages de notre si beau département ! ,2
9236,Les idiots utiles du système sont lâchés : même rôle que les antifas avec les #GiletsJaunes : introduire de la brutalité pour dicréditer l’opposition réelle‼️ ,2
9240,#giletsjaunes LISEZ CELA France= EGALITE ils ne sont pas nantis?ET C EST VOUS QUI PAYEZ si vous trouvez ça normal ALORS STOPPER VOTRE MOUVEMENT et ils ne sont pas les SEULS... ,2
9241,"Si les États-Unis sont le modèle de société occidentale, la France est l’exemple à suivre. ",2
9242,#GiletsJaunes #VIRépublique #RIC ,2
9232,Ouverture d un magasin de #GiletsJaunes sur #champselysees ,2
19203,@CNEWS Qui anime ce #GrandDebatNational ??,2
18291,"«Il a vu une injustice devant lui»: l’épouse de Christophe #Dettinger, a justifié le comportement de son mari ",2
19741,@Elysee C'est une diffusion pour les européens payée par nos impôts ?,2
19606,"Le président européen,plutôt de #UE,on essayera ""Autoritaire"" ",2
19472,Retraites dorées pour les élus du peuple... ils le méritent ils n'arrêtent pas de détricoter tous nos acquis sociaux services publiques de revendre les bijoux de la république à des oligarques #GiletsJaunes #ActeXIII #Macron démission ,2
18386,"Les analyses distanciées - sans novlangue, exploit pour une communicante !- et sereines de @LRMYasminJAAFAR font un bien fou dans le chaos réactionnaire des chaines toute info. #GiletsJaunes #GrandDebat",2
21221,Merci pour l'envoi ! ,2
18477,"Voler 1 paquet de pâtes ça peut être la prison, mais pas d'inquiétude pour les fraudeurs fiscaux de cette énorme affaire :  ",2
20319,"« Ouais on veux un meilleur pourvoir d’achat ! » Et bien écoute déjà si tu n’a pas d’argent, achète pas un iPhone X qui coûte un SMIC. La voilà la solution, gros con ! #GiletsJaunes ",2
17901,Patientez les 5 premières minutes et vous serez !!!!,2
20695,@quatremer @luigidimaio @M5S_Europa 🚨Le général #Tauzin était invité ces derniers jours par les #GiletsJaunes de la #Drome (voisin du #Vaucluse de #Chalencon,2
18284,C'est samedi à #Montauban. Rien ne justifie une telle violence face à des citoyens qui veulent juste vivre dignement. La vraie violence est du côté de ceux qui se s'accaparent les richesses et pillent notre planète au nom du profit et de la rentabilité.,2
20696,Cet illuminé rêve aussi d'un coup d'Etat. Il l'a dit. Et séduit par les #GiletsJaunes.,2
18769, #GiletsJaunes: Buzyn va recevoir la Société d'#ophtalmologie sur les blessures oculaires,2
18963,#giletsJaunes en colere ,2
19952,"Je crois que ce que veut Macron en fait, c'est la mort des pauvres, leur écrasement, leur anéantissement",2
20697,Danger 🚨,2
19607,"L'étranger africain en Europe est ""Migrant""",2
20813,EXCLUSIF - Le soutien aux #GiletsJaunes par les français est toujours indéfectible avant l'#ActeXIII/#Acte13. 🤗,2
18066, @MagazineCapital,2
18372,@LucaL0pez @StanGuerini vous avez raison il faut supprimer le droit de vote aux #giletsjaunes et le réserver aux #macroneux et tout ira pour le mieux dans la meilleure des #démocratures,2
19385,RT pour le @CSA ou @csaudiovisuel ou @InstitutCSA ,2
19324,@Elysee @EmmanuelMacron Un implant neuronal électronique sur #Macron pour sauver son quinquennat .,2
20711,"Dans le cadre de sa tournée électorale, #macron évite toujours le vrai dialogue avec les français en difficultés et #GiletsJaunes  et s'attaque à des enfants sélectionnés, pour redorer son blason. Voyons... #GiletsJaunes #lcidirect #cnews #BFMTV #SaoneetLoire #GrandDébatNational ",2
20485,"Le coup de 🥊du #10h12h de @RafikSmati : alors que les #GiletsJaunes sont nés d'un ras le bol fiscal, cette crise va déboucher sur une hausse d'#impots ....",2
20769,@TiensCestTombe Vite une cagnotte #GiletsJaunes,2
19096,"Ah bon, quand et où, des exemples de CRS tabassés où agressés  tous les jours???",2
19095,"Donc les #CRS se feraient ""agresser"", ""tabasser"" à longueur de journée d'après cette femme ?! ",2
20850,C'est incroyable que le gouv. et presque tous les médias occultent le problème de l'invasion migratoire et ses conséquences pour les français alors que c'est une revendication phare des #GiletsJaunes .,2
18490,L'in.CON.scient et stupidité humaines ,2
20472,A commencer par #Rodrigues ,2
20471,Point barre. ,2
20470,On va boycotter sur TW tous les sous-marins de #LFI immigrationniste islamocollabo parmi les #GiletsJaunes. ,2
19123,"@Le_Figaro A qui la faute ? Les citoyens sont ils responsables de cet état de fait, ou un exécutif entêté et méprisant #CastanerDemission #GiletsJaunes #ViolencesPolicieres",2
18398,Les syndicats comme la #CGT sont inscrits dans le système européen et rendent service à la stratégie de pourrissement du gouvernement. Il y a une déconnexion entre cet appareil et le mouvement des #giletsjaunes.,2
19995,« Je ne cesse de plaider pour la cause des Français. Rien de tel qu'un mot français pour neutraliser un danger américain. »  ,2
20563,"Au #Japon , c'est l'inverse. ",2
18335,Hebdo du Club #45: résistances! #GiletsJaunes #MediapartClub  ,2
18760,@Le_VraiDebat,2
20542,#Acte13 #ActeXIII #GiletJaune #LREM #Complot ,2
19546,"@vpecresse @FloPortelli @MaeldeCalan @robinreda @nflorian33 @cedricnouvelot @EricPAUGET1 @marinebrenier @jf_husson @FloBerthout_05 Mme #Pecresse après avoir été 5 Ans Ministre, 10 ans Député, vous vomissez #VoeuxLibres sur Mélenchon, Le Pen et Dupont-Aignan ",2
19969,"Si vous avez échappé aux tirs de LBD,",2
19930,Multiples Appels aux meutres de @IAMOM31 en raison de l'orientation sexuelle ou d'appartenance à une catégorie de la population :,2
16504,"@laurentchemla Rien de bien déconcertant, au vu de toutes les menaces proférées par certains #GiletsJaunes, contre le #PR.",2
21084,".@gillesplatret : « Aujourd’hui, si vous voulez réduire les impôts, il va falloir commencer par mieux utiliser l’argent public. C’est un sujet auquel @EmmanuelMacron ne s’est pas encore attaqué. » #Impôts #GiletsJaunes #GrandDebatNational ",2
17996,@ThXYCitizen #giletsjaunes Il ne fait donc pas bon être dealer et #GiletsJaunes !! ^^ #Acte13 #ActeXIII,2
21399,"Aujourd'hui Michel #Onfray démontre point par point, étape par étape, comment Emmanuel #Macron a choisi, depuis le début de la révolte des #GiletsJaunes, la répression. Répression médiatique, policière et judiciaire. Le texte, titré ""La brute"" est à lire:  ",2
19967,#GiletsJaunes !,2
19968,N'ayez pas peur !,2
17989,#giletsjaunes Il ne fait donc pas bon être dealer et #GiletsJaunes !! #Acte13 #ActeXIII ,2
19320,"#GiletsJaunes : Rupture des relations diplomatiques entre la France et l'Italie, l'ambassadeur rappelé à la suite des propos de @matteosalvinimi !!!",2
20541,"Les #GiletsJaunes : Les anti-démocrates, les anti-républicains, les extrêmes de tout bord, etc. Mais en même temps... 😉",2
20999,#GiletsJaunes #GiletsJaunes75 #GiletsJaunes77 #GiletsJaunes78 #GiletsJaunes91 #GiletsJaunes92 #GiletsJaunes93 #GiletsJaunes94 #GiletsJaunes95 #ActeXIII #Acte13 #ISF #RIC #femmesgiletsjaunes #StylosRouges ,2
21085,@ALeaument @mbompard Tout mon soutien  !  Décidément  en  #macronie  on s'acharne sur son + redoutable et redouté  Mvt d' opposition la  #FranceInsoumise @mbompard @JLMelenchon ...et de toute évidence en vue des  #Europeennes2019 . + Personne n'est dupe ! #FI #perquisition   #Mediapart #GiletsJaunes,2
20454,#MacronDemission #GiletsJaunes ,2
20998,@Pa91691144 @YourAnonNews Voici le devant de mon #GiletJaune !,2
18562,"Ce que ne fera jamais macron l’éborgneur, ou macron la grenade et vous ?. ",2
20984,Jdit ça jdit rien😊 ,2
18648,"#BFMTV #EtangSurArroux #Lycéens #Jeunesse vous passez sur #Cnews n'applaudissez pas vous vous affichez grave ! Penicaud vous explique en mode ""Maternelle"" rien ke Manu il est Minable ,le ""Seum "" #Facebook le gars avec vous fait l'image en mode ""Diva"" #Giletsjaunes #France",2
21200,Eh @BFMTV bizarre de dire 33% alors qu'un sondage qui n'est pas lié au gouvernement donne une stabilité concernant Macron et aussi une légère augmentation du soutien des #GiletsJaunes,2
18116,"Cadrer, c’est toujours éliminer de son champ toute une partie du monde. 📷 ",2
17978,"@SpinDocFrance @quatremer @luigidimaio @M5S_Europa Sur internet aussi, c'est la libre circulation des prouts prouts macroniens...",2
19548,Vous avez beaucoup de culot 👏👏,2
17976,"#Macron pique une crise de nerfs parce que Di Maio a rencontré quelques #GiletsJaunes, provoquant une crise diplomatique avec l'Italie telle que l'on n'en avait pas connue depuis les années 40... Effrayant. ",2
21067,📷 5 février 2019 - Paris - Manifestation interpro #GiletsJaunes ,2
18072,"En attendant la fin de la propagande, regardez le reportage ""La stratégie du choc"" chez ""haut et court"" avec Naomi Klein.. 1h18..",2
21220,"C'était hier : Mayence en Allemagne, une manif à la fac par les personnels de l'université en mode #GiletsJaunes ",2
20974,@BalanceTonPost @C8TV @Cyrilhanouna @FdeRugy #LREM monopolise les médias français pour réaliser une belle campagne électorale #Européenne2019 ! Encore du blabla. #LREM est au service des loobies... #Macron #BTP #BalanceTonPost #GiletsJaunes,2
18065,"📰 « @ThierryMARIANI regarde “avec sympathie” la création d’une liste #GiletsJaunes. Pour autant, il regrette paradoxe pointé les sondages : “le seul qui bénéficiera de cette liste, c’est Emmanuel Macron !”.»",2
20970,#20hpol #bfmtv #GiletsJaunes #RIC #GrandDebat #BoycottGrandDebat,2
18723,"Il avait parfaitement raison, le RIC est un outil extrêmement dangereux dans les conditions voulues par les #GiletsJaunes #Autun ",2
19970,"Si vous avez toujours DEUX yeux, malgré les efforts de @CCastaner,",2
19075,"Plus macron fait des #GrandDebat moins les #GiletsJaunes l'entendent et plus ça part en cacahuète... Si il pense nous amadouer ainsi, il se fourre les doigts dans le cul. 🙄",2
19547,Moi Français #GiletsJaunes est outré par les propos d'une Femme Politique comptable de la situation de la #France,2
19384,#GiletsJaunes #GiletsJaunes75 #GiletsJaunes77 #GiletsJaunes78 #GiletsJaunes91 #GiletsJaunes92 #GiletsJaunes93 #GiletsJaunes94 #GiletsJaunes95 #ActeXIII #Acte13 #ISF #RIC #femmesgiletsjaunes #StylosRouges,2
17960,"Selon ""Le Canard Enchaîné"", Face-de-Slip alias l'illettré #Hanouna, opportuniste soutien des #GiletsJaunes, touche 40 000 € par mois + dividendes. #BourrePif",2
20857,Ils ont pourtant été très actifs mardi en votant massivement POUR la loi anti #GiletsJaunes ,2
18117,"#GiletsJaunes vs médias ""mainstream"" : récit d'une mésentente par @francoisjost ➡ ",2
19972,(...) Soyez assurés du regard bienveillant de la Justice !... ,2
20983,Et c'est ce parti qui devrait remplacer le gouvernement actuel ?😳 Pour retourner la hache un jour contre son peuple! ,2
20380,Un étudiant à la Sorbonne interpelle Christophe Castaner sur l'utilisation du LBD ,2
21069,@mompontet L'accès à la culture n'est pas une revendication des #GiletsJaunes. Par contre le manque de culture est une des causes de leur émergence.,2
20372,#Macron @EmmanuelMacron DÉGAGE ! Arrête de faire saigner l’Histoire de France !!! T’es une honte pour le peuple français !!! @matteosalvinimi 🇫🇷🇮🇹 vive la FRANCE vive l’ITALIE ! #giletsJaunes #Autun #MacronDemission ,2
20369,Sûrement du rétablissement de l'#ISF.,2
20370,Et cela lui permet de remercier son fidèle BLANQUER.,2
18647,"Pour des images de meilleure qualité, envoyez nous plutôt vos images par mail (voir tract). Et si vous pouviez nous renvoyer de la même façon les images deja transmises, ça serait super. Merci à tou.tes ! #GiletsJaunes #PleinLeDos ",2
19282,"#Quenelle italienne : Paris juge ""inacceptable"" la rencontre entre Luigi Di Maio et des #Giletsjaunes",2
20226,"Excusez moi @EmmanuelMacron , #LeGrandDebat a lieu grâce aux #giletsjaunes pourtant vous ne voulez en voir aucun lors de vos déplacements. Ce ne sont pas des français? Ils ne savent pas s'exprimer? Ce sont des riens, des gueux? Quelle est la raison de cette éviction ?",2
20856,La passivité des #LR ?,2
20982,Est-ce normal ?,2
20981,Un élu de #MarineLePen et son ami transportaient des explosives et une hache pour la manifestation #GiletsJaunes  #ActeXII ,2
20562,"Les mafieux du #fisc français, toujours complaisants et complices avec leurs associés mafieux mondialistes comme #Ghosn ou #Cahusac, sont toujours intraitables avec les petits commerçants, les indépendants. #GiletsJaunes. ",2
20368,@EmmanuelMacron va parler de football avec les jeunes..,2
20366,"#GiletsJaunes @alexiscorbiere à Romain Goupil : “Le vocabulaire que tu aurais eu en 68, tu aurais été coffré si c'était #Macron !” #ChezMoix #FranceInsoumise ",2
20218,"L’épisode des gilets jaunes nous rappelle une nouvelle fois que la France est un pays à mentalité profondément communiste, où chacun souhaite sa petite révolution pour en tirer profit sans comprendre que toute révolution violente mène à la dictature. #giletsjaunes #revolution",2
9275,"📺  Dans l'émission quotidiennne de #CàVous, le brillant #FrançoisBégaudeau clashe le chroniqueur Patrick #Cohen en lui assénant un :",2
18962,Le BAC qui lui a mis un LBD 40 dans la têtes mérites un procès et l'exclusion  de la police et cette sanction ne sera jamais assez suffisant! ,2
9258,"Un gendarme aux #Giletsjaunes à #Montpellier : «Toutes nos familles, elles sont avec vous !» (VIDEO)",2
2820,Avec @Olivier_Truchot ,2
13928,@BBR4369 @DuPouvoirDachat C'est tout de même curieux que cette popularité ne se traduise pas en millions de manifestants. Ni en intentions de vote lorsqu'une liste #GiletsJaunes est testée dans les sondages pour les élections européennes.,2
2817,"➡ Fiscalité, faut-il tout changer ?",2
2816,➡ Le Pen et Mélenchon à l'Élysée,2
2814,➡ Mediapart : Matignon à la manœuvre,2
13948,"Il y a des Madames aussi, mais elle est bonne ! Pas la madame, la blague, lol",2
2819,➡ Tous complotistes ?,2
13686,L’abrogation de sa gratuité m’avait échappé. ,2
13312,Parfait comme ville pour qualifier l'attitude de #Macron depuis le début de la crise des #GiletsJaunes.,2
13313,#Giletsjaunes    Utilisation des LBD : la LDH dépose un nouveau recours devant le Conseil d'Etat ,2
13636,"Les gens, on veut vraiment ce genre de gros beaufs debiles au pouvoir? C’est une vraie question. #giletsjaunes #EricDrouet ",2
13599,#GiletsJaunes Cette cagnotte sentait l'arnaque… Cela se confirme !!!Leetchi saisit la justice sur les conditions du versement de la cagnotte créée en soutien à l'ex-boxeur Christophe Dettinger  via @franceinfo,2
13594,#GiletsJaunes #GiletsJaunes94 #ActeXIII #Acte13 #ISF #RIC #femmesgiletsjaunes,2
13322,@Rowlfg Un bon détournement de l'info pour le retour du terrorisme ?,2
