,tweet,retweets
1441, #GiletsJaunes ,6
1439,Vive la France! 🇫🇷,6
17446,"France: 64% of the French support the #yellowvest movement, as per #YouGov",6
1438,✅ Fraternité  ,6
1437,❌ Égalité ,6
18500,RIDICULE! #Macron fait la même chose avec #Guaido au #Venezuela avec la menace d'intervention militaire US et ne supporte pas que le gouvernement italien soutienne les #GiletsJaunes 😂 ,6
18499,💥ALERTE INFO💥Crise politique entre la #France &amp; l'#Italie : #Paris rappelle son ambassadeur.,6
1436,❌ Liberté ,6
1435,…parce qu’il  y a encore la #Fraternité à saloper!,6
1433,"Hé les amis!, Manu, @EPhilippePM et @CCastaner vous dormez bien j’espère ?!!",6
15360,Croire que la croissance du PIB peut-être infinie sur Terre : imbécillité ou #Néolibéralisme #Ecocide ? Les deux en même temps ? #Insoumis  #GiletsJaunes #ActeXIII #Acte13,6
15029,"Justice sociale, justice fiscale, respect de la démocratie...",6
15031,#GiletsJaunes #ActeXIII #Acte13,6
15030,Le pouvoir en place se bouche-t-il les oreilles ou fait-il semblant de ne pas comprendre que les principales revendications des #GiletsJaunes ont un large écho dans la population ?,6
410,@remigodeau @passionsdelisah @LEGENRA @lopinion_fr il a donner 10 milliards aux #GiletsJaunes il y 40 milliards qui sont passer ou exactement  ?!,6
1574,#Elysee 😍💔#Benalla,6
17332,"La #France rappelle son ambassadeur en #Italie après  les ""dernières ingérences"", c'est-à-dire la rencontre entre Di Maio et des #GiletsJaunes. Une indignation sélective : et si on parlait aussi de l'ingérence intempestive #UE &amp; #USA en Afrique ? #stop #arrogance #RespectMutuel ",6
807,Alignement par le bas ; la #CourDesComptes plie au libéralisme patronnant et ventripotent ; la jalousie fera le reste dans les mauvais esprits. La lutte mène plutôt à demander la même chose pour tout salarié(e)s et employé(e)s mais nous n'en sommes pas là...,6
2742,Règlement de compte entre #GiletsJaunes ou acte d’un excédé par ce #Mouvement ? À #Retournac : la voiture d’un Gilet jaune incendiée dans la nuit. ,6
21343,"#Paris avait déjà dénoncé mercredi une ""provocation inacceptable"" après une rencontre la veille entre le vice-président du Conseil italien et chef politique du Mouvement 5  Étoiles, Luigi #DiMaio, et des représentants des #GiletsJaunes en #France.  ",6
808,   #GiletsJaunes ,6
1573,#AffaireBenallaMacron 💔😍😍💔,6
1571,#Hollande #PS #LFI #RN #LaREM,6
1267,"Ca me paraît assez énorme, et si c'est exact, il faut dénoncer ces maires, le débat est réputé ouvert à tous",6
1266,Un auditeur affirme à l'instant sur RMC que les maires ne veulent pas des #Giletsjaunes  dans les réunions consacrées au #GrandDebatNational ,6
15734,➡️La question d'@AQuatennens à @CCastaner représenté par  @NunezLaurent dans l’hémicycle. #LFI ,6
15733,#DériveAutoritaire: Votre devoir est de veiller à ce que l’on puisse manifester contre votre propre politique! Pas de réprimer les manifestations! #GiletsJaunes,6
2022,"@RTLFrance #dettinger #Macron aurait déclaré après avoir vu l'entretien : ""C'est pas sa femme, c'est pas une femme de gitan ça, elle ne ressemble en rien à une Rom"". Le #progressisme pour les nuls. #GiletsJaunes",6
7704,"🔴🇫🇷 #GiletsJaunes : Un neurochirurgien a lancé une pétition contre l'utilisation du #LBD, elle récolte plus de 72.000 signatures ",6
226,#ActeXII : des #Blackblocs se font expulser du cortège parisien par les #Giletsjaunes ,6
796,"Il faut condamner ça, de même que les dégradations nombreuses de véhicules porteurs d’un gilet jaune. NUL ! ",6
21309,#GiletsJaunes ne vous méprenez pas sur #Mediapart qui lorsque ça l'arrange fait le jeu du pouvoir Spécialistes du #MelenchonBashing comme tous les autres #ChiensDeGarde Eux aussi ont participé au matraquage médiatique intense pdt l'élection en faveur de #Macron #Collabos,6
19950,"Réponse ""PARCE QUE JE GAGNE 2500 € NET"". ",6
1719,Résistons.,6
13285,« Les #giletsjaunes sont une inspiration pour le monde entier. » ,6
3984,#Macron la #France vient te chercher🤣chez toi ou va te sortir de chez nous ! Entends le #peuple #MacronDemission #MacronDestitution,6
13286,Interview de Steve Bannon (L’Express) ,6
2541,– #EnAccèsLibre jusqu'à minuit →  ,6
4393,#femmesgiletsjaunes #GiletsJaunes #GiletsJaunes94 #ActeXIII #Acte13 #AmnistiePourLesGJ #ISF #RIC #GiletsJaunes75 #GiletsJaunes77 #GiletsJaunes78 #GiletsJaunes91 #GiletsJaunes92 #GiletsJaunes95 ,6
9817,"La France c’est le pays des clochers et surtout des ""girouettes"", la remontée de #Macron dans les sondages en est la preuve affligeante. Les Français changent d’avis en permanence ils sont trop manipulables. #giletsjaunes #TF1 #LCI #BFMTV #IFOP #CNEWS #OnEstGouvernéParDesClowns",6
9755,Allongez-vous... comme le tapis rouge que vous êtes.,6
8517,"La vision d’une télé canadienne, autrement plus objective et informative que nos pourritures de #BFMTV #LCI et autres 😡‼️🇫🇷 Ras le bol du bla bla partial de ces égo-éditos de mes deux et consultants soûlants❗️La France est à la ramasse❗️⚠️ #GiletsJaunes ",6
9933,Soutien à @Mediapart #5fevrier #GiletsJaunes ,6
9858,#GiletsJaunes La résistance s'organise...... un dessin de Coco dans #CharlieHebdo ,6
2443,#LoiAntiCasseurs selon vous elle est :,6
5166,"N'en plaise à certains, et même si une grande majorité des #GiletsJaunes est sans aucun doute démocrate, cela s'appelle du #totalitarisme !",6
3985,#GreveGenerale5fevrier #GiletsJaunes #GiletsJeunes #Paris8 #Paris1   ,6
19951,"Voilà voilà : c'est ça les #giletsjaunes qui soi-disant ""crèvent de faim"" ! Pfff 🤨",6
10596,"Émission animée par Zamaan, avec au programme les #GiletsJaunes, le #RIC, l'offre politique, la #Constitution et les élections européennes à venir.",6
1575,#PerquisitionMediapart Bien entendu #EdouardPhilippe le👅👢👢 sert de prête nom à 👠👠😍😍💔💔#Macron pour cette opération❗️ ,6
2444,#sondage #GiletsJaunes #GreveGenerale5fevrier #GrandDebatNational,6
10594,Ce soir à 20h00 :,6
10595,Suivez l'entretien entre @Etienne_Chouard  et @UPR_Asselineau sur UPR TV ,6
5130,À écouter et à RT !!!  en moins de 10 minutes tu comprends quel FDS est Macroute et toute sa bande de bras cassés. #GiletsJaunes,6
3998,"Pollutions, changement climatique, injustices sociales... C'est toute notre société qui est à recentrer sur l'homme &amp; la nature. #écologie #AvenirEnCommun #EcoSocialisme #RègleVerte #Insoumis  #GiletsJaunes #ActeXIII #Acte13",6
20516,Quand #Macron donne des leçons de morale à la terre entière mais ne supporte pas la moindre critique sur sa gestion des #GiletsJaunes ...,6
19949,"Intéressante question de @EmmWargon à un #GiletJaune ""pourquoi n'avez-vous pas la prime d'activité ?"" ",6
10650,"La vulgarité, mon cher Monsieur, c'est Son Altesse elle-même qui en est le premier responsable et a déconsidéré d'abord sa fonction puis Sa Personne, avec la fête de la musique à l'Élysée, #Benalla, les selfies St Martin, et la violence policière envers les #Giletsjaunes. ",6
5165,Quand on vous dit que la #démocratie va mal !,6
17269,"Si on votait aujourd’hui, Macron ferait mieux qu’en mai 2017, Wauquiez ferait 3 fois moins que Fillon et Melenchon perdrait 7 points !!",5
6694,"Après s’être attaqué aux symboles de la république, aux élus, maintenant les représentants de l’état!Il est vraiment URGENT de dire 🛑. La violence de certains #GiletsJaunes décrédibilise tt le mouvement.Le dialogue est lancé à travers le #GrandDebatNational alors débattons!#agir ",5
17215,"Macron est un spoliateur : le mouvement des #GiletsJaunes ""est un gigantesque cri de révolte d'un peuple qui se sent exproprié économiquement et culturellement"" (@MLP_officiel ) !",5
20046,Le mouvement des #giletsjaunes ? #Autun en emporte le vent #PoseTaCitation,5
17261,#JeromeRodrigues : Symbole Malgré lui !,5
17262,Tout mon soutien 💛🧔✊,5
17263,@J_Rodrigues_Off  #CàVous ,5
17264,#MouvementCitoyen #GiletsJaunes ,5
8876,Est-ce qu'il y a une Autorité Institutionnelle qui peut nous assurer que #LREM décomptera et paiera cette CAMPAGNE #Européenne2019 et en contrôlera la LÉGALITÉ ?,5
17270,Et il paraît que les Français soutiennent les #GiletsJaunes.,5
17271,Cherchez l’erreur ! ,5
17515,ABÉCÉDAIRES DE LA BÊTISE AMBIANTE,5
130,"Mais quand des LREM parlent d'influence étrangère derrières les #GiletsJaunes , ils sont traités de complotistes (bis) ",5
17761,Ainsi @Leetchiweb s'arrogerait le droit de verser ou non l'argent librement donné.,5
8959,#GrandDebatNational,5
8878,#GiletsJaunes #femmesgiletsjaunes #ActeXIII #RIC ,5
8877,Le #GrandDebat est une série de meetings aux frais du citoyen !,5
16789,Pas foutu de prendre son téléphone et d'appeler son alter ego italien.,5
5498,"#GiletsJaunes ""Les syndicats sont absolument essentiels dans une démocratie. C'est un libéral, Waldeck-Rousseau, qui a autorisé les syndicats en 1884. Aujourd'hui, il faut qu'émergent de nouveaux syndicats qui soient plus adaptés à la réalité économique."" @MxSba dans #28min ",5
41,😂 ...ou pas 😠 !,5
6250,#GiletJaune #GiletsJaunes #GrandDebatNational #GrandDebat #grandebatnational ,5
6118,"Est-ce que, pour la première fois, le vote contestataire serait celui pour la majorité ?",5
16790,"@EmmanuelMacron est un gamin inconscient des réalités, au sentiment de toute puissance dangereux.",5
6005,"#GiletsJaunes ""Les syndicats devraient faire leur auto-critique et utiliser cette crise des Gilets Jaunes pour se poser des questions."" @MxSba dans #28min #GrèveGenerale ",5
6609,L'aura de #castaner continue de s'étendre comme un hématome à travers le monde ; la France en bleu !,5
6549,#BalanceTonPost #GiletsJaunes ,5
6548,"🎥⚡Clash entre un Gilet Jaune et un député #LaREM : ""Vous dites que vous voyez la peine et la misère humaine, et votre seule réponse c'est une #LoiAntiCasseurs !""",5
17719,"Environ 150 #GiletsJaunes sous surveillance directe des renseignements, nous dit @LePoint ",5
17720,"🔴 30000 manifestants selon la #CGT, 19000 selon la Préfecture et 14000 selon le cabinet Occurrence, mandaté par certains medias dont BFMTV... #GrèveGénérale5Février #GiletsJaunes #GrèveGénérale #Paris #5Février #Etudiants #FSU ",5
6610,#ViolencesPolicieres   #GiletsJaunes #GiletsJeunes #femmesgiletsjaunes #ActeXIII #RIC ,5
17760,#Leetchi saisit la justice autour du versement de la #cagnotte à l'ex-boxeur Christophe Dettinger (@afpfr),5
45,#StopCapitalisme,5
17762,"La prochaine fois que j'organise une cagnotte, j'irai donc #ailleurs.",5
17934,"Crise diplomatique entre #Rome et #Paris ! La France rappelle son ambassadeur et dénonce une série de ""déclarations outrancières"" et ""d'attaques sans fondement"". Le vice-président du conseil italien a notamment rencontré des #GiletsJaunes mardi. ",5
17933,🇫🇷⚡️🇮🇹 URGENT - #Italie ,5
20288,"Le Point : ""1 centaine en province,1 cinquantaine à Paris et petite couronne,c’est le nombre de #GiletsJaunes placés sur écoute téléphonique et/ou sous « espionnage » Internet."" ",5
40,Je l'avais presque oublié celle là !,5
6117,"La remontée du Président dans les sondages, la fin de la couverture médiatique du mouvement des #GiletsJaunes, des oppositions inexistantes ou extrêmes aux attitudes écoeurantes... ",5
6249,"Un one-man-show , et hop ! Président remonte dans les sondages . Quel dommage que ces mêmes organismes de sondages ne soient en mesure de nous faire remonter directement les doléances des Français .",5
19772,"Le bourgeois incapable de comprendre que l'essentiel pour les #GiletsJaunes est de pouvoir vivre dignement, la culture est importante soit, mais ils pensent d'abord à manger avant ... ",5
2698,"#Montpellier pour la #GreveGenerale5fevrier, une intersyndicale, des partis et des mouvements politiques à l’unisson avec les groupes de #GiletsJaunes. C’est plus de 4000 participants qui ont défilé en scandant : « tous ensemble, tous ensemble. »",5
19838,"#ColloqueSER @Chantal_Jouanno: ""c'est l'un des enseignements forts du #débatPPE, nos concitoyens ne voient pas les #emplois créés par la #transitionénergétique"" ",5
15760,👉L'ALMANACH POUR TOUS - VOLUME 5 (2017-2018),5
15840,"FABULEUX, SATELLISÉ",5
19458,"[RECAP] « PERQUISITIONS À @MEDIAPART, #GILETSJAUNES : LA MACRONIE DISJONCTE » par @OsonsCauser ",5
15842,🤣 ,5
11820,".@DumasFrederique : «Il y a eu une volonté de mettre de l’huile sur le feu. par les mots employés : «factieux», «séditieux» […] On vit depuis 12 samedis, une sorte d’injonction subliminale de choisir son camp.» #MediapartLive #GiletsJaunes ",5
16123,"150 #giletsjaunes écoutés, lois liberticides, bcp de blessures graves, milliers d’arrestations abusives, perquisition de @Mediapart et 2è série de #perquisitions de @FranceInsoumise avc @mbompard. Leur crime? Opposants dans la Macronie. C’est pas Caracas @NBelloubet, c’est Paris",5
7401,#WeAreAllMary,5
15759,L'#illustration KK du jour ✏ ,5
14112,#Insoumis #GiletsJaunes #ActeXIII #Acte13,5
14111,Regardez qui me finance et vous saurez pour qui je travaille ?,5
14109,"Macron, le Président au service des Français ou de la finance ?",5
14201,Suivez en direct:  ,5
12917,De nombreux #Giletsjaunes ont investi #Autun ce jeudi avant l'arrivée d'Emmanuel #Macron,5
12405,64% des Français soutiennent les #GiletsJaunes  et 77% jugent la mobilisation justifiée ,5
2867,"Pétition contre la censure du film ""#jveuxdusoleil"".",5
2870,Ils ont initié une pétition en ligne:,5
2868,Nous avons été sollicité par un groupe #GiletsJaunes de Haute Savoie.,5
19839,#CleanEnergyEU #EnR #GrandDébat #GiletsJaunes #RED2 #PPE #GreenJobs #MakeOurPlanetGreatAgain🌍,5
15841,"Monsieur #BHL, mettez un #GiletsJaunes, allez manifester, on vous tirera dessus pour de vrai, vous pourrez perdre un œil. Jusqu'ici vous n'avez pu prendre que des tartes à la crème",5
2869,Certaines salles de cinéma refuse de programmer le film de @Gilles_Perret et @Francois_Ruffin ,5
19366,L'ère des fakes news est mort dans la rue ! ,5
7031,#giletsjaunes,5
19840,Cc @UNESCO_fr @SER_ENR ,5
19367,"Le peuple palestinien insoumis est en marche vers sa libération légale  et, sa légitime défense dans son Pays la Palestine volé",5
8589,⚠️ Des « Gardes du corps pour faire son travail de journaliste en France. C’est dingue ! »  Vis ma vie de #journaliste au milieu de la #violence des manifs  #GiletsJaunes à #Bordeaux - Rue89 Bordeaux ,5
16791,#MacronDemission #DiMaio #Benallagate #GiletsJaunes ,5
17517,#schiappachezhanouna #GiletsJaunes #television ,5
9302,#GiletsJaunes La minute Boulo en ce jour de début de grève générale pour la dissolution de l’assemblée nationale et le retour aux urnes 😁🇫🇷💛👍 On y croit ‼️ ,5
20170,"Éric #Zemmour: « J’ai une priorité, la démographie, la lutte contre l’#immigration, nous sommes en danger de mort »",5
20171,#GiletsJaunes #Macron #Benalla #LREM #Mediapart #Matignon #ActeXIII #Acte13 #AffaireBenalla #ÉricZemmour #Migrants,5
5586,Ah Ah ! Dans le #mediapartlive on entend les #GiletsJaunes qui soutiennent Mediapart dans la rue ! 😉,5
5838,Blessé au visage lors de son interpellation à la manifestation des #GiletsJaunes place de la République #ActeXII #Acte12 #YellowVest ,5
19486,"12 semaines après, et malgré la rhétorique du gouvernement, près de 65% des Français continuent à soutenir le mouvement des #GiletsJaunes !  ",5
17594,[📊 Sondage ELABE] ,5
7402,#GroupPalestine ,5
19368,Le peuple #giletsjaunes français dans la rue pensent tout haut !,5
11634,"Allo, quelqu'un a besoin d'aide ! #team22, #giletsjaunes. ",5
15962,"“S’il y a un mot qui me semble concentrer ce que veulent les #GiletsJaunes, c’est la souveraineté” @alexiscorbiere #ChezMoix ",5
17593,👍🏻 Le mouvement politique le + proche des revendications des #giletsjaunes est la France insoumise (28%),5
20216,@srodan Je préfère des dirigeants italiens qui rencontrent des #Giletsjaunes que des élus français qui rencontrent des terroristes palestiniens...,4
6759,"@davduf @CCastaner @NunezLaurent On avance..Hier, Nous avons vu les Pompiers de St Quentin (02) actionner leurs gyrophares et ""2 tons"" au passage #giletsjaunes et encore hier lors de #ActeXII 1 Gendarme Mobile aux manifestants ""mais nous non plus nous on a rien contre vous (..) toutes nos familles sont avec vous ",4
6788,🔴 Comment MACRON procéde pour envoyer abusivement les #giletsjaunes en garde a vue ,4
20234,JoJoris-Karl Huysmans  (Là-bas),4
20235,#jesuisjojo #macron #Castaner #GiletsJaunes #CFDT #gauche,4
17663,"Une centaine en province, une cinquantaine à Paris et en petite couronne, c’est le nombre de #giletsjaunes placés sur écoute téléphonique et/ou sous « espionnage » Internet. ",4
2728,#FoulardsRouges #Acte13 #giletsjaunes #GiletsJaunes #ActeXIII #EricDrouet #JérômeRodrigues,4
2030,"Le problème c'est la violence des #GiletsJaunes , c'est #macron qui l'a dit.🤥",4
6718,"5 février, à #Aubenas, #GiletsJaunes et manifestants de la CGT bloquent la voiture de la préfète de l'#Ardèche Françoise Souliman et l'obligent à s'enfuir à pied. Ils s'en prennent ensuite à sa voiture.",4
4664,"Si tu veux la paix, prépare la guerre",4
2739,#giletsjaunes #GiletJaune #GreveGenerale5fevrier #ActeXIII #acte13 Former vos bataillon 🙋 ,4
14365, #GiletsJaunes #giletsjaunesbordeaux   #Acte13   #acte14 ...,4
9321,"Nous ne pouvons plus supporter cette consanguinité des plateaux TV, nous voulons entendre des débats critiques envers le #Neoliberalisme. Tous ces gens font partie du problème, comment peuvent ils nous expliquer la manière d'en sortir?",4
18724,"@sputnik_fr Des jeunes bien propres on dirait des temoins de jeovah en congrès, heureusement que je ne regarde pas cette basse propagande du Fuhreur en bras de chemise. #Macrondestitution  #castanerDemission #ActeXIII #GiletsJaunes",4
14352,#GiletsJAunes #ActeXIII #Acte13 ,4
16555,Ça va devenir pire que Kim Jong Un ...,4
4665,#LBD #GiletsJaunes,4
9418,"En fait, il voulaient juste aller faire leurs courses à quelques centaines  dans ce magasin #Carrefour de #Narbonne ",4
9417,"Les #GiletsJaunes ne sont pas des #casseurs. La preuve c'est une voix féminine qui le dit à la fin de cette #vidéo : ""On est pas des casseurs...""",4
632,"Autre opération « pacifique » des #GJ : Pneus crevés et voitures vandalisées, la préfète de l'Ardèche prise à partie par des #giletsjaunes à #Aubenas  ",4
9407,⛽🚕 #2fevrier #Acte12,4
675,"#GiletsJaunes,#GrandDebatNational:la réalité hideuse et liberticide du #NouveauMonde de #Macron. #Europeennes2019 ",4
4626,VOILA LE PROJET #CGT ! RÉCUPÉRER LES #GiletsJaunes SOUS LEUR BANNIÈRE EXCLUSIVE ! MOI JE NE DÉFILE PAS AVEC LA CGT QUI VA CHERCHER SON CHÈQUE CHEZ MACROUILLE ! ,4
16554,"Et hop, aujourd’hui encore on a #Macron pendant des heures sur toutes les chaînes d’info.",4
6313,"Récupéré par un ami sur Lille, envoyé sur des manifestant pacifique ! #Lille #GiletsJaunes #CGT  #CCastaner ",4
16556,#GrandDebat #ActeXIII #GiletsJaunes,4
2767,@BerangereVarlet @PLudosky Effectivement le Sénat a voté majoritairement contre le projet funeste de la vente d’#AeroportDeParis mais ça repart à l’#AssembléeNationale donc les actions qui seront menées par les #GiletsJaunes permettront de réveiller les consciences des députés 👇🏻 ,4
9446,#GiletsJaunes #LoiAntiCasseurs➡️#LoiAntiManifs,4
4666,Lefred-Thouron dans le #CanardEnchainé ,4
9447,Après #Castaner Chauffeur de Salle de #LaREM,4
2031,"Nous avons de la chance d'être en France et d'avoir le droit de manifester, ailleurs on se ferait frapper.🤕",4
20233,"Regardez donc autour de vous et voyez ! Une lutte incessante, une société cynique et féroce, les pauvres, les humbles, hués, pilés par les bourgeois enrichis, par les viandards !",4
6445,"La rencontre entre le vice-premier ministre italien Luigi Di Maio et des #Giletsjaunes est ""une nouvelle provocation"" qui n'est ""pas acceptable"" pour le ministère des Affaires étrangères  via @LCI",4
6078,Continuer à faire vivre le mouvement des #GiletsJaunes déclare Cédric Jung avant sa convocation au tribunal de Laval ►►  ,4
7803,"Les #GiletsJaunes s'emploient méthodiquement à révéler ce qu'ils sont vraiment: des séditieux un poil totalitaires, sans la moindre volonté de sortir de cette crise stupide",4
4683,Doit on craindre lors d une vaccination un produit plutôt nefaste que bénéfique ?,4
7035,@GiletsJaunesFr_ ,4
7053,"Face à la panique qui gagne votre @GouvernementFR et le monarque, votre réflexe sécuritaire se transforme en dérive autoritaire. ",4
7919,"L'actrice Juliette Binoche soutient les #GiletsJaunes : ""Je comprends les gens qui manifestent, même si j'ai été choquée par les affrontements violents. Mais la grande partie d'entre eux se révoltent parce qu'ils ne peuvent plus vivre de leur salaire"" ",4
6409,Macron n'agace pas que les #Giletsjaunes ,4
2234,D'après un sondage @IfopOpinion pour @MarianneleMag ,4
7804,Et les français soutiennent encore ? ,4
6125,Les #GiletsJaunes au départ c'était une révolte fiscale de gens qui voulaient vivre dignement de leur travail et ça c'est transformé en pleurnicheries pour des aides et pour demander encore plus d'impôts ! 🙃,4
2235,"Si on votait demain,#Macron gagnera avec 56% contre #LePen avec 44%",4
2236,Franchement arrêter les manifestations. La schizophrénie est au summum avec vous ,4
2237,Matignon La République #GiletsJaunes #GrandDebatNational,4
7959,Zoom et enseignements ici 👇 et l’article complet par là ! 👉  ,4
8137,😅😅😅 La préfète de l’Ardèche prise à ➡️ partie par des #GiletsJaunes 😅😅😅  via @Le_Parisien,4
8144,"Au Havre, le chauffeur d'un camion fonce ➡️ sur les policiers et les #GiletsJaunes   via @actufr",4
6433,"LIVE Banque nationale, crédit public ? Dans 1 minute, échangez en direct avec @JCheminade  à ce lien  #GiletsJaunes #GreveGenerale #LBD40 #Banques #Macron #Toulouse #Lille #Rouen #Bordeaux ",4
60,"Pour @NicolasSarkozy c'était la crise financière pour @fhollande le terrorisme, pour @EmmamuelMacron ce sera la crise des #GiletsJaunes. Tout est bon  pour ne jamais redresser les comptes du pays. ",4
6411,Ailleurs il aurait déjà été destitué pour cette faute grave #trahison,4
6410,Il a transgressé les règles de la sécurité présidentielle en y plaçant en tête son #favori ,4
18915,Je commence à en avoir un tout petit peu marre de la campagne d'auto-promotion gigantesque que se fait #Macron sur le dos des #GiletsJaunes...  #autun,4
7942,@Nihilism969 @ValentiniBack Les mêmes que son parti applique depuis 40 ans ‼️ D’ailleurs les Députés LR l’ont magistralement démontré en votant 97 voix sur 104 pour la loi anti #GiletsJaunes 😡‼️,4
20019,"Quel avenir politique pour les #giletsjaunes ? Des groupes cherchent à se constituer en listes pour les #européennes2019. La diversité au sein du mouvement aboutit à ce qu'aucun bloc unique n'émerge, souligne la BBC. ",4
7923,"Rayonnement à l'international de la répression contre les #GiletsJaunes que continue de légitimer #CastanerDémission pour #Macron. Désormais à travers cette loi empêchant de manifester… Ici le Financial Times qui place ""Les Républicains"" au ""centre-droit"" gêné aux entournures… ",4
7054,"Désormais il n’est pas bon en France d’être opposants politiques, organes de presse indépendants, ou manifestants en #giletsjaunes, …",4
20020,"Preuve des divisions des #GiletsJaunes, la vidéo de l'expulsion violente, de la manif parisienne #acte12, de #ThierryPaulValette, qui a quitté la liste des #Europeennes de #FrancisLalanne pr fonder sa propre liste dite de ""rassemblement des GiletsJaunes"". ",4
13817,"🖋 « @trastour2017, député de la #circo0606, a voté pour la loi ""anti #GiletsJaunes"" du gouvernement ! »",4
13818,Mon communiqué :  ,4
20022,😂le bulletin d'information de @RamousHGOFF : MAGIQUE ! Le reste est juste VRAI ! ,4
20023, Seul on va vite mais ensemble on va plus loin ,4
2299,"Trop de cadeaux aux #GiletsJaunes ? Titre @BFMTV. Heureusement, c'est eux qui payent, ajouterait #CNews. Manquerait plus que ce soit les riches, acquiescerait #LCI... ",4
13851,Les sondages remonteraient pour #Macron ? Il n’y a qu’à voir comment il est accueilli à #Autun par les #giletsjaunes et les autres On a tout compris sondeurs et médias tous au service du poudré,4
2272,"@Stef_LCT Il a dû halluciner et comprendre qu'ils étaient faciles à manipuler..@ChalenconC  et @IngridLeVasseur  Mais la liste des #GiletsJaunes en France ne séduit pas les citoyens qui votent ,et surtout ceux qui défendent la démocratie.",4
2726,Je condamne fermement la volonté de #Drouet De faire une réunion avec Mélenchon et Besancenot. Les #GiletsJaunes sont APOLITIQUE En agissant ainsi il se met en dehors du mouvement.,4
6972,Voilà ce que nous rétablirons ,4
9283,"Donc dans la même étude de @IfopOpinion  pour @j_jaures mais sur une question annexe, on apprend que 10% des Français pensent que l'#attentat de #Strasbourg est une manipulation du gouvernement pour détourner l'attention des Français de l' #acteV des #GiletsJaunes. #complot ⬇️ ",4
14351,"🔴Y-a t'il quelque chose à creuser du côté de Makao l'ex garde du corps de #Macron , en lien avec #benalla et le logeur de DAESH , Jawad Bendaoud ? ",4
5992,4) Répéter étapes 2 &amp; 3.,4
5993,5) Se faire blesser par les FDO agressées qui font leur travail.,4
6952,"Camarade, tu parles à des travailleurs en lutte depuis 40 ans pour certain",4
5991,3) Se faire gazer.,4
5990,"2) Insulter, bousculer, agresser les FDO.",4
5989,1) Se cagouler comme un voleur.,4
5988,Chronologie d'une manifestation de #GiletsJaunes:,4
4695,"Candaule, simple naïf, ou complice ? #GiletsJaunes ",4
6646, Les 40.000 ultras que vous manipulez ou les mensonges et #Fakenews que vous accumulez avec vos sponsors russes et @RTenfrancais ?,4
6647,@EmmanuelMacron a gagné 11 points malgré les #GiletsJaunes 😁,4
5970,En voilà un sondage sympa,4
5969,@BornAgain290505 @Ratel_Tel #acte13 #acteXII #GiletsJaunes ,4
14382,"Quand un état restreint le droit à la manifestation et la protestation tous les Français devraient manifester, et non seulement les #GiletsJaunes.",4
2029,"Il n'y a pas de violence policière en France, #Castaner l'a dit.🤫",4
6632,"@EstherBenbassa @tigrenlion Mais m.... pourquoi n'intervenez-vous pas pour dénoncer ces immondes magouilles ? Pourquoi ? Le marquer sur les réseaux sociaux ne suffit pas, IL FAUT LE DENONCER à une instance ""honnête"" capable de neutraliser MACRON et les LREM ! Forza #GiletsJaunes #Acte13 pour #DissolutionAN",4
17664,&gt;&gt; ,4
6648,#granddebatnational,4
2034,"Loi #anticasseurs : les manifestants #giletsjaunes n’ont plus le droit de se masquer ni de se casquer, mais les forces de l’ordre oui? Je demande. ",4
17995,Le journaliste et documentariste @davduf qui recense les blessés depuis le début du mouvement des #GiletsJaunes le 17 novembre dernier a passé le cap des 400 signalements. ,4
14283,Noam Chomsky,4
14284, #macron #GiletsJaunes #StylosRouges #jesuisjojo,4
1879,💥🦎 La rencontre entre des #GiletsJaunes et Luigi Di Maio est une «provocation inacceptable» pour #Paris 🦎💥,4
14282,« Le pouvoir ne souhaite pas que les gens comprennent qu'ils peuvent provoquer des changements. » ,4
1880,.. qui ne s’émeut pas du tour d’Europe de @BHL qui va faire la propagande pour le «patron» ou de la clique #LREM qui fait campagne ac notre fric. ,4
6951,Je suis #GiletsJaunes et convaincu de la force de ce mvt. Mais je voudrais répondre à ce que j’ai entendu en manif ce matin « les syndicalistes sont là aujourd’hui alors qu’on est en lutte depuis 3 mois »,4
17994,"#GiletsJaunes après un contentieux avec son peuple incarné par les GJ soutenus par plus de 60% de français, Macron a maintenant un contentieux avec l'Italie, la Turquie, le Venezuela. Tous ces litiges prouvent que Macron est incompétent à l'intérieur comme à l'extérieur ",4
17993,"Les attaques de permanences syndicales sont en général le fait de nervis fascistes. Cela vaut lorsqu'il s'agit de permanences @CFDT ,@CfdtBerger et que les agresseurs portent un #GiletsJaunes",4
5818,"Loi ""anti-casseurs"" : ""C'est un texte éminemment dangereux"" estime Marine Le Pen. ""Ce n'est pas tant une loi anti-casseurs qu'une loi anti-#GiletsJaunes"" ",4
6896,@jfkbismuth là #Çaylecomplooo 🙌😂 ,4
14348,Il y a plus de 500 niches fiscales. Cela coûte 100 milliards d’euros par an. Mais chaque niche fiscale est un problème en soi. Je ne vois pas Emmanuel #Macron se lancer dans le grand big bang des #nichesfiscales. @FabreFaber #GrandDébat #GiletsJaunes #Impôts #cdanslair ,4
16558,#MacronHauteTrahison ,4
6645,@MLP_officiel Quelle crise #LePen?😂😂😂,4
1875,Êtes-vous favorable à l'instauration du vote obligatoire pour toutes les élections ? Répondre et RT merci 👍👍👍 #GiletsJaunes #GrandDebatNational,4
6852,Réduction des populations en marche !,4
18732,L'histoire n'est qu'un éternel recommencement... #GiletsJaunes #manifestation #Liège ,4
