"'150 #giletsjaunes écoutés, lois liberticides, bcp de blessures graves, milliers d’arrestations abusives, perquisition de @Mediapart et 2è série de #perquisitions de @FranceInsoumise avc @mbompard. Leur crime? Opposants dans la Macronie. C’est pas Caracas @NBelloubet, c’est Paris'",2019-02-07 15:48:14,Gps
"""@Leetchiweb vous bafoué la liberté des citoyens en refusant de versez la cagnotte à #Dettinger Christophe. Les gens ont le droit de donnez de l'argent à qui ils veulent. #GiletsJaunes qui souhaite que la somme soit verser ???""",2019-02-07 15:47:57,France
"'150 #giletsjaunes écoutés, lois liberticides, bcp de blessures graves, milliers d’arrestations abusives, perquisition de @Mediapart et 2è série de #perquisitions de @FranceInsoumise avc @mbompard. Leur crime? Opposants dans la Macronie. C’est pas Caracas @NBelloubet, c’est Paris'",2019-02-07 15:48:14,Gps
"""@Leetchiweb vous bafoué la liberté des citoyens en refusant de versez la cagnotte à #Dettinger Christophe. Les gens ont le droit de donnez de l'argent à qui ils veulent. #GiletsJaunes qui souhaite que la somme soit verser ???""",2019-02-07 15:47:57,France
