,tweet,retweets
15408,Un sondage qui flashballise le gouvernement.,6
8752,#Complotisme Après l'attentat de #Strasbourg qui a été une « manipulation du gouvernement pour détourner l’attention » en plein mouvement des «#GiletsJaunes » #MaximeNicole alias @FlyRiderGj réitère dans un live Facebook avec l'#incendieparis. Cette vérole pue de la gueule . https://t.co/6UhIaYg3GC,6
6739,   #GiletsJaunes https://t.co/BFOO8YEuqY,6
16465,À écouter et à RT !!!  en moins de 10 minutes tu comprends quel FDS est Macroute et toute sa bande de bras cassés. #GiletsJaunes,6
19230,64% des #Français soutiennent toujours les #giletsjaunes https://t.co/vVbSfCUTYP vía @LExpress,6
17260,Interview de Steve Bannon (L’Express) https://t.co/3f1ICz8lyp,6
17259,« Les #giletsjaunes sont une inspiration pour le monde entier. » ,6
19532,#GiletsJaunes “Il faut changer les règles du jeu démocratique. Sinon quelle est la solution ? La force” @alexiscorbiere #ChezMoix #FranceInsoumise https://t.co/MPGZKpd7k4,6
20867,Le roi Macron dont le peuple demande la démission ?,6
17243,Si vous avez été touché par les #ViolencesPolicieres dans une quelconque manifestation voici un model de plainte pénale contre les policiers puisque les gendarmeries ont du mal a prendre les plaintes des #GiletsJaunes ! Cette plainte est à envoyer directement au procureur. https://t.co/7Sk1nWAb67,6
20868,Non !,6
20869,"Le problème de @lobs c'est Mélenchon, parce qu'ils savent que l'immense majorité des revendications des #GiletsJaunes se retrouve dans le programme de la France Insoumise et qu'il ne trahira aucune idée ! https://t.co/i9TOstCWJH",6
15405,SONDAGE EXCLUSIF ,6
15406,64% des français soutiennent les #GiletsJaunes,6
15407,77% trouvent le mouvement justifié,6
6570,"LIVE Banque nationale, crédit public ? Dans 2 minutes, échangez en direct avec @JCheminade  à ce lien https://t.co/CAt6uAPoHj #GiletsJaunes #GreveGenerale #LBD40 #Banques #Macron #Toulouse #Lille #Rouen #Bordeaux https://t.co/4wN5Fox0XB",6
16466,https://t.co/bcKsbcqNsq,6
20119,#GiletsJaunes #Acte13 #CRS #ViolencesPolicieres #Manifestation https://t.co/Ke05gKyirG,6
19874,.-.,6
21413,"#Paris avait déjà dénoncé mercredi une ""provocation inacceptable"" après une rencontre la veille entre le vice-président du Conseil italien et chef politique du Mouvement 5  Étoiles, Luigi #DiMaio, et des représentants des #GiletsJaunes en #France. https://t.co/tFJZMIDbG8 https://t.co/DRUonoDH0n",6
21298,"La #France rappelle son ambassadeur en #Italie après  les ""dernières ingérences"", c'est-à-dire la rencontre entre Di Maio et des #GiletsJaunes. Une indignation sélective : et si on parlait aussi de l'ingérence intempestive #UE &amp; #USA en Afrique ? #stop #arrogance #RespectMutuel https://t.co/YqT7PFCGsV",6
9646,@nicolasgregoire @YvesCambus Il parait que cette loi liberticide est faite pour protéger les manifestants ,6
9647,Regardez comment à Bordeaux ce pompier volontaire #GiletsJaunes été protége par #Castaner et #LREM ,6
9648,https://t.co/B0OnNJfRFa,6
7329,https://t.co/hUw3SDft81,6
7328,#ActeXII : des #Blackblocs se font expulser du cortège parisien par les #Giletsjaunes ,6
21236,Rappelons à cette prétentieuse lrem qui pète plus haut que son cul :,6
20384,"Intéressante question de @EmmWargon à un #GiletJaune ""pourquoi n'avez-vous pas la prime d'activité ?"" ",6
18499,💥ALERTE INFO💥Crise politique entre la #France &amp; l'#Italie : #Paris rappelle son ambassadeur.,6
20385,"Réponse ""PARCE QUE JE GAGNE 2500 € NET"". ",6
20386,"Voilà voilà : c'est ça les #giletsjaunes qui soi-disant ""crèvent de faim"" ! Pfff 🤨",6
14066,Quand on vous dit que la #démocratie va mal !,6
19290,https://t.co/vb3uNUopkg,6
14067,"N'en plaise à certains, et même si une grande majorité des #GiletsJaunes est sans aucun doute démocrate, cela s'appelle du #totalitarisme !",6
19289,"Émission animée par Zamaan, avec au programme les #GiletsJaunes, le #RIC, l'offre politique, la #Constitution et les élections européennes à venir.",6
7909,"Jean-Luc Mélenchon, les députés FI et la France insoumise sont solidaires du mouvement des gilets jaunes ! #GiletsJaunes @JLMelenchon @FranceInsoumise // sont du côté du peuple et des gilets jaunes // ",6
21237,- Ugo Bernalicis ne hurle pas.,6
21238,- la presse est détenue à 90% par quelques milliardaires.,6
21239,- Macron intervient dans la nomination des procureurs.,6
21240,"- des milliers d'arrestations #GiletsJaunes, où est la démocratie ? https://t.co/RBuTxzpQQ8",6
9454,#trombinoscope quand les éditocrates élisent leurs politiques préférés de l'année. # entresoi #giletsjaunes https://t.co/516olNq8AB,6
20118,Star Wars : les CRS du côté obscur de la force,6
9484,Un auditeur affirme à l'instant sur RMC que les maires ne veulent pas des #Giletsjaunes  dans les réunions consacrées au #GrandDebatNational ,6
9485,"Ca me paraît assez énorme, et si c'est exact, il faut dénoncer ces maires, le débat est réputé ouvert à tous",6
9490,"La comparaison de la fraude sociale des ""riens"" avec l'évasion fiscale est 1 énorme foutage de gueule, ce n'est pas du tout du même niveau, ce qui ne veut pas dire qu'il faut tolérer l'1 plutôt que l'autre, les 2 sont à combattre! ",6
9491, https://t.co/iwvJKfWYHP,6
7581,"@RTLFrance #dettinger #Macron aurait déclaré après avoir vu l'entretien : ""C'est pas sa femme, c'est pas une femme de gitan ça, elle ne ressemble en rien à une Rom"". Le #progressisme pour les nuls. #GiletsJaunes",6
9492,#Insoumis #GiletsJaunes,6
9361,"Pollutions, changement climatique, injustices sociales... C'est toute notre société qui est à recentrer sur l'homme &amp; la nature. #écologie #AvenirEnCommun #EcoSocialisme #RègleVerte #Insoumis  #GiletsJaunes #ActeXIII #Acte13",6
9494,RV 20h30 avec EVA dans le #JTdeSylvie spécial #GiletsJaunes https://t.co/PcyDdwh5FB,6
9517,Et Samedi il risque de décéder sous les pavés ou défiguré à vie par de l’acide... #Giletsjaunes https://t.co/RKed6hDTrv,6
9548,#Macron la #France vient te chercher🤣chez toi ou va te sortir de chez nous ! Entends le #peuple #MacronDemission #MacronDestitution,6
9549,#GreveGenerale5fevrier #GiletsJaunes #GiletsJeunes #Paris8 #Paris1  https://t.co/0vbfTIXzOK https://t.co/T0xEZ17rHV,6
9588,Essayez-le dans votre pays : Si vous volez la maison de quelqu'un ou Si vous tuez ou sequestrez un personne ! Vous allez en prison !,6
21414,#GiletsJaunes ne vous méprenez pas sur #Mediapart qui lorsque ça l'arrange fait le jeu du pouvoir Spécialistes du #MelenchonBashing comme tous les autres #ChiensDeGarde Eux aussi ont participé au matraquage médiatique intense pdt l'élection en faveur de #Macron #Collabos,6
9859,LOI ANTI-CASSEURS = INTERDICTION DE MANIFESTER. LE POUVOIR EST AUX ABOIS. LA DICTATURE EST LÀ !  LOI VOTÉE PAR LA GAUCHE ET LA DROITE DANS SA MAJORITÉ - UNE TRAHISON DE PLUS !!! #GiletsJaunes #ActeXIII #Acte13 VOTEZ @RNational_off @RNational_92 @Fn92Chatillon #FakeNews https://t.co/RlledKKhYy,6
7910,Tous ensemble. https://t.co/c2bkbtb0BB,6
18500,RIDICULE! #Macron fait la même chose avec #Guaido au #Venezuela avec la menace d'intervention militaire US et ne supporte pas que le gouvernement italien soutienne les #GiletsJaunes 😂 https://t.co/1d5E5Qtr9G,6
7172,✅ Fraternité  ,6
9858,#GiletsJaunes La résistance s'organise...... un dessin de Coco dans #CharlieHebdo https://t.co/zIDpNZU6Lc,6
9833,#sondage #GiletsJaunes #GreveGenerale5fevrier #GrandDebatNational,6
9832,#LoiAntiCasseurs selon vous elle est :,6
9817,"La France c’est le pays des clochers et surtout des ""girouettes"", la remontée de #Macron dans les sondages en est la preuve affligeante. Les Français changent d’avis en permanence ils sont trop manipulables. #giletsjaunes #TF1 #LCI #BFMTV #IFOP #CNEWS #OnEstGouvernéParDesClowns",6
8542,Le taux marginal de l'impôt sur les 1% les plus riches. Et le gagnant est... #Fiscalité #GiletsJaunes https://t.co/sRxXQ0OIV5 https://t.co/4IMKPOOfnS,6
9755,Allongez-vous... comme le tapis rouge que vous êtes.,6
9754,"Tiens, un marrant LREM.",6
19287,Ce soir à 20h00 :,6
14068,Total soutien à la @CFDT #BouchesDuRhône et grosses pensées amicales pour les deux salariées ! https://t.co/TPTGlAtiff,6
7167,"Hé les amis!, Manu, @EPhilippePM et @CCastaner vous dormez bien j’espère ?!!",6
7169,…parce qu’il  y a encore la #Fraternité à saloper!,6
18521,Soutien à @Mediapart #5fevrier #GiletsJaunes https://t.co/zOkJBqKqDy,6
7170,❌ Liberté ,6
7171,❌ Égalité ,6
9756,#femmesgiletsjaunes #GiletsJaunes #GiletsJaunes94 #ActeXIII #Acte13 #AmnistiePourLesGJ #ISF #RIC #GiletsJaunes75 #GiletsJaunes77 #GiletsJaunes78 #GiletsJaunes91 #GiletsJaunes92 #GiletsJaunes95 https://t.co/50X2G1HgzK,6
7173,Vive la France! 🇫🇷,6
9167,"La loi anti-casseurs n’ajoute rien au dispositif existant, elle enlève des Libertés et présente un danger évident pour le pays. C’est une loi politique. Il suffit d’interdire les #giletsjaunes et la #contestation et la #pensée.",6
7180,#PerquisitionMediapart Bien entendu #EdouardPhilippe le👅👢👢 sert de prête nom à 👠👠😍😍💔💔#Macron pour cette opération❗️ https://t.co/pTe1wQaKzM,6
7179,#Elysee 😍💔#Benalla,6
19288,Suivez l'entretien entre @Etienne_Chouard  et @UPR_Asselineau sur UPR TV ,6
7943,"#ViolencesPolicières | «Allô, place Beauvau? C’est pour un bilan.» Une cartographie des violences policières pendant le mouvement des #GiletsJaunes. [Attention, certaines images peuvent choquer] cc @davduf ",6
7944,– #EnAccèsLibre jusqu'à minuit → https://t.co/IRpKKRuYRT https://t.co/zjj8uKAtfi,6
21318,J'invite tous les #GiletsJaunes à venir défiler samedi prochain pour l'#ActeXIII avec des drapeaux russes histoire de pousser à bout #Macron ! ,6
7981,D'accord ?,6
7178,#AffaireBenallaMacron 💔😍😍💔,6
7176,#Hollande #PS #LFI #RN #LaREM,6
21319,#GiletsJaunes #ActeXII https://t.co/ojKMNffSDo,6
7175, #GiletsJaunes https://t.co/ZG7sbIV0lT,6
7174,Résistons.,6
7980,La loi anti-casseurs n'est pas une loi anti-casseurs mais une loi anti #giletsjaunes ,6
15962,"“S’il y a un mot qui me semble concentrer ce que veulent les #GiletsJaunes, c’est la souveraineté” @alexiscorbiere #ChezMoix https://t.co/zs7EWIYPYA",5
15840,"FABULEUX, SATELLISÉ",5
15841,"Monsieur #BHL, mettez un #GiletsJaunes, allez manifester, on vous tirera dessus pour de vrai, vous pourrez perdre un œil. Jusqu'ici vous n'avez pu prendre que des tartes à la crème",5
15759,L'#illustration KK du jour ✏ ,5
15620,⚠️ Des « Gardes du corps pour faire son travail de journaliste en France. C’est dingue ! »  Vis ma vie de #journaliste au milieu de la #violence des manifs  #GiletsJaunes à #Bordeaux - Rue89 Bordeaux https://t.co/xh8fquytwR,5
15682,#GrandDebatNational,5
16284,"150 #giletsjaunes écoutés, lois liberticides, bcp de blessures graves, milliers d’arrestations abusives, perquisition de @Mediapart et 2è série de #perquisitions de @FranceInsoumise avc @mbompard. Leur crime? Opposants dans la Macronie. C’est pas Caracas @NBelloubet, c’est Paris",5
15842,🤣 https://t.co/oil8pNnABX,5
14962,Regardez qui me finance et vous saurez pour qui je travaille ?,5
19208,#giletsjaunes,5
18937,https://t.co/P7ljgiylgn,5
17985,#schiappachezhanouna #GiletsJaunes #television https://t.co/gzERPMF93t,5
17984,https://t.co/NJK28sXxH5,5
17983,ABÉCÉDAIRES DE LA BÊTISE AMBIANTE,5
9621,"Mais quand des LREM parlent d'influence étrangère derrières les #GiletsJaunes , ils sont traités de complotistes (bis) https://t.co/uM6ZzygH0s",5
17720,"🔴 30000 manifestants selon la #CGT, 19000 selon la Préfecture et 14000 selon le cabinet Occurrence, mandaté par certains medias dont BFMTV... #GrèveGénérale5Février #GiletsJaunes #GrèveGénérale #Paris #5Février #Etudiants #FSU https://t.co/DnsNSSNwu0",5
12417,"Allo, quelqu'un a besoin d'aide ! #team22, #giletsjaunes. https://t.co/9sd2CxdC8O",5
17719,"Environ 150 #GiletsJaunes sous surveillance directe des renseignements, nous dit @LePoint https://t.co/vLWEjsU5jO",5
15760,👉L'ALMANACH POUR TOUS - VOLUME 5 (2017-2018),5
18669,🇫🇷⚡️🇮🇹 URGENT - #Italie ,5
18670,"Crise diplomatique entre #Rome et #Paris ! La France rappelle son ambassadeur et dénonce une série de ""déclarations outrancières"" et ""d'attaques sans fondement"". Le vice-président du conseil italien a notamment rencontré des #GiletsJaunes mardi. https://t.co/ZIpOZ56hqO",5
18786,Pas foutu de prendre son téléphone et d'appeler son alter ego italien.,5
18787,"@EmmanuelMacron est un gamin inconscient des réalités, au sentiment de toute puissance dangereux.",5
18788,#MacronDemission #DiMaio #Benallagate #GiletsJaunes https://t.co/w0MYHmVYa3,5
18936,"Macron est un spoliateur : le mouvement des #GiletsJaunes ""est un gigantesque cri de révolte d'un peuple qui se sent exproprié économiquement et culturellement"" (@MLP_officiel ) !",5
9879,"#Montpellier pour la #GreveGenerale5fevrier, une intersyndicale, des partis et des mouvements politiques à l’unisson avec les groupes de #GiletsJaunes. C’est plus de 4000 participants qui ont défilé en scandant : « tous ensemble, tous ensemble. »",5
17109,".@DumasFrederique : «Il y a eu une volonté de mettre de l’huile sur le feu. par les mots employés : «factieux», «séditieux» […] On vit depuis 12 samedis, une sorte d’injonction subliminale de choisir son camp.» #MediapartLive #GiletsJaunes https://t.co/2btiBbCvUR",5
9880,https://t.co/hX4ZNr0lil,5
14479,"🎥⚡Clash entre un Gilet Jaune et un député #LaREM : ""Vous dites que vous voyez la peine et la misère humaine, et votre seule réponse c'est une #LoiAntiCasseurs !""",5
14480,#BalanceTonPost #GiletsJaunes https://t.co/2i9vok4Ijy,5
14770,Blessé au visage lors de son interpellation à la manifestation des #GiletsJaunes place de la République #ActeXII #Acte12 #YellowVest https://t.co/orEYHiFUPr,5
14960,"Macron, le Président au service des Français ou de la finance ?",5
14961,https://t.co/3TZPTjglPe ,5
14963,#Insoumis #GiletsJaunes #ActeXIII #Acte13,5
15136,De nombreux #Giletsjaunes ont investi #Autun ce jeudi avant l'arrivée d'Emmanuel #Macron,5
15137,Suivez en direct: https://t.co/GpczjcIVEs https://t.co/FjF7o0qYAv,5
9959,#GiletsJaunes La minute Boulo en ce jour de début de grève générale pour la dissolution de l’assemblée nationale et le retour aux urnes 😁🇫🇷💛👍 On y croit ‼️ https://t.co/RFEnmQ3owf,5
17264,#MouvementCitoyen #GiletsJaunes https://t.co/tjFQVjahmZ,5
17263,@J_Rodrigues_Off  #CàVous ,5
17262,Tout mon soutien 💛🧔✊,5
17261,#JeromeRodrigues : Symbole Malgré lui !,5
15761,https://t.co/a5PgmxbzpF,5
12980,64% des Français soutiennent les #GiletsJaunes  et 77% jugent la mobilisation justifiée https://t.co/OOtc72KxEs,5
19369,#WeAreAllMary,5
5810,Ah Ah ! Dans le #mediapartlive on entend les #GiletsJaunes qui soutiennent Mediapart dans la rue ! 😉,5
19368,Le peuple #giletsjaunes français dans la rue pensent tout haut !,5
19370,#GroupPalestine https://t.co/lSMZJoOUlv,5
19940,#CleanEnergyEU #EnR #GrandDébat #GiletsJaunes #RED2 #PPE #GreenJobs #MakeOurPlanetGreatAgain🌍,5
6694,"Après s’être attaqué aux symboles de la république, aux élus, maintenant les représentants de l’état!Il est vraiment URGENT de dire 🛑. La violence de certains #GiletsJaunes décrédibilise tt le mouvement.Le dialogue est lancé à travers le #GrandDebatNational alors débattons!#agir https://t.co/Gdiu3XaO6i",5
20830,Est-ce qu'il y a une Autorité Institutionnelle qui peut nous assurer que #LREM décomptera et paiera cette CAMPAGNE #Européenne2019 et en contrôlera la LÉGALITÉ ?,5
20831,Le #GrandDebat est une série de meetings aux frais du citoyen !,5
20832,#GiletsJaunes #femmesgiletsjaunes #ActeXIII #RIC https://t.co/IQcFGFpfnM,5
19941,Cc @UNESCO_fr @SER_ENR https://t.co/qzXNcIdIQ6,5
7495,"Est-ce que, pour la première fois, le vote contestataire serait celui pour la majorité ?",5
6610,#ViolencesPolicieres   #GiletsJaunes #GiletsJeunes #femmesgiletsjaunes #ActeXIII #RIC https://t.co/rl3rfbHVVj,5
7494,"La remontée du Président dans les sondages, la fin de la couverture médiatique du mouvement des #GiletsJaunes, des oppositions inexistantes ou extrêmes aux attitudes écoeurantes... ",5
20171,#GiletsJaunes #Macron #Benalla #LREM #Mediapart #Matignon #ActeXIII #Acte13 #AffaireBenalla #ÉricZemmour #Migrants,5
6609,L'aura de #castaner continue de s'étendre comme un hématome à travers le monde ; la France en bleu !,5
5853,Je l'avais presque oublié celle là !,5
5854,😂 ...ou pas 😠 !,5
5855,https://t.co/s9ieLfONTi,5
5858,#StopCapitalisme,5
7961,#GiletJaune #GiletsJaunes #GrandDebatNational #GrandDebat #grandebatnational https://t.co/VBUXeYNpu8,5
7960,"Un one-man-show , et hop ! Président remonte dans les sondages . Quel dommage que ces mêmes organismes de sondages ne soient en mesure de nous faire remonter directement les doléances des Français .",5
20890,👍🏻 Le mouvement politique le + proche des revendications des #giletsjaunes est la France insoumise (28%),5
20891,[📊 Sondage ELABE] https://t.co/51AfCZeTdM,5
6005,"#GiletsJaunes ""Les syndicats devraient faire leur auto-critique et utiliser cette crise des Gilets Jaunes pour se poser des questions."" @MxSba dans #28min #GrèveGenerale https://t.co/k5fAbSt69G",5
20172,https://t.co/x0PHjjSPo4,5
21112,"[RECAP] « PERQUISITIONS À @MEDIAPART, #GILETSJAUNES : LA MACRONIE DISJONCTE » par @OsonsCauser https://t.co/Dwwin8bDjI",5
20104,"Le bourgeois incapable de comprendre que l'essentiel pour les #GiletsJaunes est de pouvoir vivre dignement, la culture est importante soit, mais ils pensent d'abord à manger avant ... https://t.co/sIG8ynvuuG",5
5528,"#GiletsJaunes ""Les syndicats sont absolument essentiels dans une démocratie. C'est un libéral, Waldeck-Rousseau, qui a autorisé les syndicats en 1884. Aujourd'hui, il faut qu'émergent de nouveaux syndicats qui soient plus adaptés à la réalité économique."" @MxSba dans #28min https://t.co/ax3tiiFOMI",5
21397,"La prochaine fois que j'organise une cagnotte, j'irai donc #ailleurs.",5
21396,Ainsi @Leetchiweb s'arrogerait le droit de verser ou non l'argent librement donné.,5
21395,#Leetchi saisit la justice autour du versement de la #cagnotte à l'ex-boxeur Christophe Dettinger (@afpfr),5
20170,"Éric #Zemmour: « J’ai une priorité, la démographie, la lutte contre l’#immigration, nous sommes en danger de mort »",5
20608,"Pétition contre la censure du film ""#jveuxdusoleil"".",5
20739,"Le Point : ""1 centaine en province,1 cinquantaine à Paris et petite couronne,c’est le nombre de #GiletsJaunes placés sur écoute téléphonique et/ou sous « espionnage » Internet."" https://t.co/nJWYO3YZkx",5
19939,"#ColloqueSER @Chantal_Jouanno: ""c'est l'un des enseignements forts du #débatPPE, nos concitoyens ne voient pas les #emplois créés par la #transitionénergétique"" ",5
19486,"12 semaines après, et malgré la rhétorique du gouvernement, près de 65% des Français continuent à soutenir le mouvement des #GiletsJaunes !  https://t.co/yJMyz7jhLr",5
21292,Et il paraît que les Français soutiennent les #GiletsJaunes.,5
21291,"Si on votait aujourd’hui, Macron ferait mieux qu’en mai 2017, Wauquiez ferait 3 fois moins que Fillon et Melenchon perdrait 7 points !!",5
21293,Cherchez l’erreur ! https://t.co/gQZU59NY0N,5
20609,Nous avons été sollicité par un groupe #GiletsJaunes de Haute Savoie.,5
20610,Certaines salles de cinéma refuse de programmer le film de @Gilles_Perret et @Francois_Ruffin ,5
19367,"Le peuple palestinien insoumis est en marche vers sa libération légale  et, sa légitime défense dans son Pays la Palestine volé",5
19366,L'ère des fakes news est mort dans la rue ! ,5
20611,Ils ont initié une pétition en ligne:,5
20612,https://t.co/op9vz7dfJf https://t.co/nzKYuFXVjm,5
21232,Le mouvement des #giletsjaunes ? #Autun en emporte le vent #PoseTaCitation,5
9814,"Organiser un référendum le jour où les français doivent voter aux #ÉlectionsEuropéennes, notre Dieu-Président #Macron chercherait il a détourner l’attention des gens de ces élections importantes et dangereuses pour lui ??? Ça ne serait pas surprenant. #TF1 #LCI #giletsjaunes #RN",4
17504,Celle là tout spécialement pour les #GiletsJaunes #PoseTaCitation #Coluche https://t.co/XMcfFkv2Tf,4
9989,VOILA LE PROJET #CGT ! RÉCUPÉRER LES #GiletsJaunes SOUS LEUR BANNIÈRE EXCLUSIVE ! MOI JE NE DÉFILE PAS AVEC LA CGT QUI VA CHERCHER SON CHÈQUE CHEZ MACROUILLE ! https://t.co/meW7XKA1XA,4
9866,#CaSentLaFin 😜 https://t.co/OuD4BjSBby,4
9801,@barnaba_jean  #republique ,4
6968,"@BFMTV c'est grâce aux #GiletsJaunes, aux #insoumis et à @LCI   , les français se rendent de + en + compte que ces 3 là ne sont que  des  beaufs qui passent leur temps à ronger leur frein, mais sans  intérêts  pour la nation ! Bien au contraire !",4
9848,🔴#PARIS #FDO,4
6952,"Camarade, tu parles à des travailleurs en lutte depuis 40 ans pour certain",4
9937,#femmesgiletsjaunes https://t.co/iVu9WTFG2h,4
9936,#GiletsJaunes #GiletsJaunes94 #ActeXIII #Acte13 #AmnistiePourLesGJ #ISF #RIC #GiletsJaunes75 #GiletsJaunes77 #GiletsJaunes78 #GiletsJaunes91 #GiletsJaunes92 #GiletsJaunes93 #GiletsJaunes95,4
9935,Sur ordre de @CCastaner ?,4
9865,Même les flics ont eu pitié du petit nombre de manifestants #CGT +#GiletsJaunes... et ont grossi les chiffres !,4
9849,#GiletsJaunes 💪💪💪✊ https://t.co/2s6q68s85j,4
9802,#GiletsJaunes https://t.co/kFyq8KNENb,4
9931,"paroles douces à mes oreilles, la #CGT et les #GiletsJaunes en #PerteDeVitesse....on va enfin pouvoir s'intéresser aux réformes et évolutions de la société. https://t.co/oq1Z9IVOZc",4
9847,Des mois de violences policières et de répression provoquées par le Régime de Nicolás Mad... par @EmmanuelMacron en #France #GreveGenerale5fevrier #GreveGenerale #DirectAN ,4
8448,1) Se cagouler comme un voleur.,4
10029,Lefred-Thouron dans le #CanardEnchainé https://t.co/m2XJTlCdWQ,4
6951,Je suis #GiletsJaunes et convaincu de la force de ce mvt. Mais je voudrais répondre à ce que j’ai entendu en manif ce matin « les syndicalistes sont là aujourd’hui alors qu’on est en lutte depuis 3 mois »,4
10019,"Près de #Commercy, l’ #assemblée des #GiletsJaunes refonde la #démocratie",4
10109,@_Gilets_Jaunes_ https://t.co/BubhzcFw6I,4
10105,Doit on craindre lors d une vaccination un produit plutôt nefaste que bénéfique ?,4
6832,"📺On parle beaucoup des réseaux sociaux, mais la TV reste LE principal outil de manipulation des masses!",4
6833,Il suffit que les chaines est un traitement parodique des #GiletsJaunes &amp; de nouveau dithyrambique de #Macron pour qu'il récupère en 1 mois les 10 points perdus depuis octobre https://t.co/iLMNfsLANb,4
6851,"@webjournaux @CNEWS Regarde celle-là, David Rockefeller qui nous explique que nous sommes trop nombreux sur  Terre..",4
6852,Réduction des populations en marche !,4
6854,https://t.co/X4EvM2VkWk,4
6879,#GiletsJaunes. Regards sur une crise,4
6880,🎧 (Ré)écoutez les #podcasts des 2 premières conférences disponibles sur https://t.co/2wXebVsoAw,4
6881,Prochain débat #3 le 7/02: Une crise de la #democratie,4
6882,"Avec @CageJulia (@sciencespo), Olivier Christin (@UniNeuchatel), Magali Della Sudda (@CNRS) https://t.co/MjCREROUl3",4
6894,"Et pendant que les sondages montrent que #Macron ↗ , ceux sur #JLM ↘ ",4
10058,"Candaule, simple naïf, ou complice ? #GiletsJaunes https://t.co/Z0Tj0RZ80b",4
6895,"Finalement à qui profite le mouvement #GiletsJaunes ?À celui qui attise sur Twitter ,ou celui qui débat au milieu de toutes sortes de Français ?😇😂 ",4
6896,@jfkbismuth là #Çaylecomplooo 🙌😂 https://t.co/1qlXXXaAud,4
9776,"La majorité des #giletsjaunes que je connais n'attendent rien de l'état. Ils bossent, veulent moins de taxes, une meilleure gestion de l'argent public, la fin de l'évasion fiscale et une démocratie participative.",4
10028,#LBD #GiletsJaunes,4
10027,"Si tu veux la paix, prépare la guerre",4
10026,"Si vis pacem, para bellum",4
9800,"Très heureux de travailler avec Jean-François Barnaba, l’un des porte-voix des français en colère. Un homme éclairé, un véritable républicain profondément attaché à la fraternité. #Europeennes2019 ",4
9683,Commençons par bien le nommer : Lanceur de Balles Dangereuses.,4
9775,@Jaguar573 @mistercool63 @CCastaner @Midilibre @Place_Beauvau @gouvernementFR @Prefet34 @PoliceNat34 @Gendarmerie @PoliceNationale @DGPNEricMorvan ...mais tu insultes les gens qui ne sont pas du même avis que toi.,4
9516,"Au Havre, le chauffeur d'un camion fonce ➡️ sur les policiers et les #GiletsJaunes  https://t.co/XuCjlbIT0c via @actufr",4
9589,Tout ça est illégal !,4
18018,#Cinéma,4
18019,"En avant-première, @Francois_Ruffin &amp; @Gilles_Perret viendront à #Rouen présenter leur documentaire sur les #GiletsJaunes ⬇️ https://t.co/0ITdMC9tAQ",4
20235,#jesuisjojo #macron #Castaner #GiletsJaunes #CFDT #gauche,4
9536,"Macron est un pantin, les gilets jaunes sont une inspiration pour le monde https://t.co/E30V4FeD4b via @YouTube",4
20234,JoJoris-Karl Huysmans  (Là-bas),4
9532,@GG_RMC https://t.co/RGldMaTsGl,4
9531,MAIS son vrai Poste est @Place_Beauvau ,4
9530,Voici @Castaner Humoriste,4
9529,Après #Castaner Chauffeur de Salle de #LaREM,4
9528,#GiletsJaunes #LoiAntiCasseurs➡️#LoiAntiManifs,4
20233,"Regardez donc autour de vous et voyez ! Une lutte incessante, une société cynique et féroce, les pauvres, les humbles, hués, pilés par les bourgeois enrichis, par les viandards !",4
7584,Bonne nouvelle  elle  a ouvert les  yeux  #GiletsJaunes https://t.co/EFjsdOgN9Y,4
9774,"@BAZILLEELISSAL2 @Ch_PONSARD @Europe1 Désolé, on voit bien que la police est présente mais que peut elle faire  (sans bavure) devant un bataillon de #GiletsJaunes irresponsables et hargneux (à moins de faire une descente à la mitraillette) ?",4
7597,D'après un sondage @IfopOpinion pour @MarianneleMag ,4
7598,"Si on votait demain,#Macron gagnera avec 56% contre #LePen avec 44%",4
9481, https://t.co/5U4vM6PzDk https://t.co/FHC3RlS0uL,4
9480,"Un nouveau cas (380) en images des violences envers les #GiletsJaunes celui de Christophe. Christophe, tir tendu #LBD40, visage atteint. Usage inapproprié de l'arme. #CastanerDemission #NunezDemission #Dissolution #MacronDemission",4
9479,⛽🚕 #2fevrier #Acte12,4
9478,Merci pour eux https://t.co/SwawUyZ5EN,4
9477,"Rediffusion car ils reprennent leur périple pour #Paris demain, n'hésiter pas à les suivre ou à leur proposer de l'hébergement ce sont des supers mecs #GiletsJaunes qui défendent les personnes en situation de #Handicap",4
7599,Franchement arrêter les manifestations. La schizophrénie est au summum avec vous ,4
9473,"Prenez 250 000 personnes marchant dans la rue en gueulant, d'habitude c'est 250 000 manifestants et bien par la magie des gilets jaunes, ça devient le PEUPLE tellement magique que ça marche aussi avec 35 000 https://t.co/rR5vkuOvoo",4
9472,"Les #GiletsJaunes vus par Sophia #Aram sur #FranceInter, c'est magique !",4
7600,Matignon La République #GiletsJaunes #GrandDebatNational,4
9445,Brigitte Macron saccage les salons de l’Elysée aux frais du contribuable https://t.co/7IUNARj5St #bfmtv #cnews #argentpublic #GiletsJaunes,4
9590,Imaginez !,4
9591,Eux volent l'Etat de Palestine et séquestrent un peuple entier !  ,4
9593,#GroupPalestine #GiletsJaunes https://t.co/Zn6WHUcOvX,4
17994,"#GiletsJaunes après un contentieux avec son peuple incarné par les GJ soutenus par plus de 60% de français, Macron a maintenant un contentieux avec l'Italie, la Turquie, le Venezuela. Tous ces litiges prouvent que Macron est incompétent à l'intérieur comme à l'extérieur https://t.co/lJpKKEQMHz",4
