,tweet,retweets
9712,"pour le #GrandDebat comme pour le reste, Macron se défonce sans compter façon #StartUpNation, c'est pas comme les #GiletsJaunes qui se plaignent sans arrêt et qui cassent tout",2
9713,https://t.co/yQCwtzeDci https://t.co/8BW1k2VX31,2
9714,"Les #GiletsJaunes veulent la démission de #Macron qui veut la démission de #Maduro ,mais n'implique pas que les #GiletsJaunes veulent la démission de #Maduro !? #Macron dit la France VEUT, Mais non ce n est pas la France c est toi #Manu uniquement qui veut Ça !?",2
9722,D'après #Castaner et ses complices la mobilisation des #GiletsJaunes a encore baissé pour cet Acte 12 ,2
9723,Que répondez-vous à ces charlots ?,2
9727,@bobbirok Nous avons le meme tableau en france avec  #Macron et nos #GiletsJaunes https://t.co/loB8AwfdOL,2
9730,EXIGEONS L’AMNISTIE DES GILETS JAUNES : SIGNEZ LA PÉTITION https://t.co/OVbwNe2myG  #GiletsJaunes @GJ #Toulouse,2
9733,Au moins 1 @LaREM_AN qui dit tout haut ce que bcp de Français disent tout... haut. #GiletsJaunes,2
9734,Le député Matthieu Orphelin quitte le groupe LaREM à l'Assemblée https://t.co/owckEEEqNc via @Le_Scan,2
9737,"#GiletsJaunes : Le Prix #Benalla est remis à #DidierAndrieux, Commandant de Police à #Toulon, pour son maintien de l'ordre exemplaire à l'#ActeVIII https://t.co/EJ4arlCok7",2
9739,"Dans #charliehebdo ce mercredi : RT France, la télé préférée de Poutine et des #GiletsJaunes - Reportage à Djibouti, Du plastique plein le berceau de l'humanité - Tristes grossesses ou comment naquit le Planning familial, Le grand foutage de gueule des enquêtes publiques. https://t.co/DzrVasoG2X",2
9745,#lille ce jour c’est 5000 manifestant. Cette vidéo c’est l’après manifestation. De quoi occuper la milice.  Bravo les #GiletsJaunes https://t.co/SB55OGq53V,2
9751,"@christine_kelly Je ne dirai pas ""plus jaunes"" mais plus courageuses ... Nuance Christine. 😉",2
9752,#GiletsJaunes @christine_kelly,2
9753,"⚡️FRANÇOIS BOULO / Figure des #GiletsJaunes originaire de #Rouen, il affirme que 🗣  « le seul moyen légal de bloquer l’économie et de gagner le rapport de force politique, c’est la grève » https://t.co/0hvbpZy5OS",2
9762,"Le vrai but de la marchandisation du monde (ou mondialisation #Néolibérale) est de plus en plus visible : enrichissement colossal d'un petit nombre de milliardaires et ""esclavage moderne"" pour les populations qui vivent de leur travail ! #Insoumis #GiletsJaunes #ActeXIII #Acte13",2
9763,15h rdv à la Boissière carrefour Aristide Briand / bd La Boissière ,2
9764,"16h/20h rv sur le point fixe de Croix de chavaux, soyons nombreux et nombreuses à 18h (surprise, surprise...) ",2
9971,@JMJancovici @N_Hulot @yjadot @delphinebatho,2
9976,@Cdanslair @France5tv @EmmanuelMacron soutient des manifestations illégales et un type qui s'autoproclame président au Venezuela pas en France ! #GiletsJaunes Les agressions terroristes d'embargos des Etats-Unis politiques économiques sont les causes des difficultés du Venezuela ce n'est pas #Maduro,2
9986,"@Abbe_Rezina Ne pas oublier que Macron est un aficionado des ""chasses présidentielles""  C'est la saison des #GiletsJaunes ... https://t.co/yql0oKLDRM … via @LCI",2
10191,#ruffin #giletsjaunes #macron,2
10213,#ADP : cela fait des décennies qu 'une chambre du parlement n'a pas rejeté une privatisation.Depuis 1986 pour être précis.Le chamboule tout des #GiletsJaunes continue ! #privatisation #senat @senateursCRCE n'+https://t.co/NFre3dfXN5,2
10217,"Semaine après semaine, la détermination des #GiletsJaunes défie le régime #Macron et sa surenchère de #ViolencesPolicieres.",2
10218,"On veut leur enlever leurs privilèges, donc on leur fait peur, en fait.",2
10219,"#Paris, #ActeXII, reportage @sergefaubert via @LeMediaTV https://t.co/JQTOLJpMYK",2
10246,"#LCI #BFMTV les trois Mousquetaires alias Lemaire ,Édouard Philippe et Darmanin Tacle Macron ! Et c'est pas #AlexandreDumas il y'a 1nain sous le ""Tapie"" et Hollande ki se casse le cul avec Ferrand #France #Europe #Giletsjaunes #Retraités #Lyceens",2
10302,"En décembre 2017, il avait enrayé la chute, déjà. Mais cette fois, c'était impossible, la chute était ""vertigineuse"", les #GiletsJaunes, toussa. Et puis, la chute, #NicolasSarkozy, #fhollande n'avaient pas pu la stopper. Sauf que voilà, il recommence: +11 points depuis janvier.",2
10303,@paul_denton parce que les extrémistes ne sont pas au pouvoir ? vous êtes surs ? #GiletsJaunes,2
10313,Cette fuite des riches à cause de l'#ISF est impressionnante ! 😵,2
10314,"Pour rappel l'Inspection générale des finances publiques affirmait dans ses derniers rapports que le nombre d'éligibles à l'ISF vivant à l'étranger était toujours stable : &gt;0,2%.",2
10315,#Acte13 #ActeXII #GiletsJaunes https://t.co/iSSHsrjAE4,2
10324,#PrintempsEuropeen https://t.co/tOlXDJudGP,2
10325,"Dîner  annuel avec le président. Avec le Crif, le CCAF,etc. ",2
10326,Ce n'est pas du communautarisme ça ? ou seulement quand il s'agit des mus ?,2
10327,#Macron #Maghreb #France #Algerie #Tunisie #Paris #bfmtv #cnews #lci #france34 #GiletsJaunes #islam,2
10346,"#LoiAntiCasseurs ""Loi de la peur"" ""porté par un fort courant hostile aux libertés"" ""C’est le citoyen qu’on intimide, et pas le délinquant"" : le tournant ouvertement liberticide de la présidence #Macron #PresidentDesRiches.",2
10347,What else #LREM ?,2
10349,https://t.co/5z1Ve7rnWj https://t.co/FB50XjExwU,2
10350,https://t.co/JAYDlDXLNB @GiletsJaunesGo #GiletsJaunes @Thierry_PELTIER @davduf liberté de manifester?,2
10386,"Vos lois de barges on se les arrache une à une 
L'opinion est unanime
Macron rends nous la tune ",2
10387,"Le clip de ""C'est la grève"" est sur https://t.co/KxBfyn9CNG",2
10388,#GreveGenerale5fevrier #GiletsJaunes https://t.co/HIP5sYtzn2,2
10206,"arrivée du président #Macron dans le cadre du grand débat national, aujourd’hui, sous les huées des #GiletsJaunes  EVRY-COURCOURONNES https://t.co/viIYrsOQOZ",2
10190,"Ruffin a disparu ces derniers jours. Au dernières nouvelles, il repeignait les chiottes chez lui car c’est de là qu’il compte tourner sa prochaine vidéo.",2
9987,"A priori, samedi manifs non déclarées et rab de frites. L’événement s'intitulerait Vas-y Jojo, fais courir la BAC. Jojo c'est un sacré lascar, tu peux compter sur lui pour mettre Paris en fête. Acte 13,  que du bonheur ! #giletsjaunes",2
10174,@_Brindacier Tu dois pas avoir beaucoup de #GiletsJaunes là bas?,2
9990,"Cela ne fait pas de doute ! C'est un torrent d'amour tous les samedis #GiletsJaunes ! Si tu es gaulois, alcoolique &amp; illetré ! Sois con jusqu'au bout et vote #Macron #LREM aux #Europeennes2019 ! 😉 https://t.co/DLZ2otvgwc",2
10005,"À Sorcy-Saint-Martin, le 27 janvier, près de 75 délégations des Gilets jaunes de toute la France ont adopté un... https://t.co/SHvvk1a7E9",2
10010,"Et comme par hasard, 31% des Français soutiennent les #GiletsJaunes…",2
10011,#NousSachons https://t.co/KjX9aSgPAx,2
10013,"Les responsables communautaires #juifs sont les premiers à dire qu’il ne faut pas amalgamer les #musulmans aux terroristes, par contre ils sont les premiers à amalgamer les #Giletsjaunes aux pro-#Dieudo et autres nazillons, inciter à l’#antisémitisme on ne s’y prendrait pas mieux",2
10020,"À Sorcy-Saint-Martin, le 27 janvier, près de 75 délégations des Gilets jaunes de toute la France ont adopté un... https://t.co/k9JAFQnTax",2
10021,"@denis0452 @BFMTV Heu, non, je ne m'abonne pas à des complotistes. Les #GiletsJaunes, c'est tout le monde et personne. Chacun ayant une revendication quelqu'elle soit, peut s'en réclamer. Ça ne fait pas un projet pour les Français et la France, tout ça. Les #GiletsJaunes, c'est mort !",2
10092,Bon débarras ! Mais c'est où la Poldavie ? #FlyRider #giletsjaunes #macron https://t.co/rA9FQOagzS,2
10100,@lemondefr #chalencon est une grosse merde.,2
10101,C'est établi depuis le 1er jour et c'est toujours le cas.,2
10104,"@JeudyBruno @rosyjour @ParisMatch Ah bon, les #GiletsJaunes sont pour la suppression de l'ISF, ou pour son rétablissement ?",2
10114,💬 « Les armes mortelles de la police française » titre Die Welt...,2
10115,"Quand la politique d'ultra répression policière ordonnée par Emmanuel #Macron contre sa population civile effraie l'Europe entière, what else les #LREM ?",2
10116,#GiletsJaunes #ViolencesPolicières https://t.co/yjP7iBTu2B,2
10117,Et combien de #giletsJaunes parmi ces 27% 😄 https://t.co/25w1GhkogQ,2
10132,@sandrafellous_ @lesRepublicains Il fallait une #LoiAntiCasseurs depuis longtemps,2
10133,Mais la faire voter dans ce contexte économique difficile et en amalgamant #Casseurs et #GiletsJaunes est archi nul,2
10134,Et on sait très bien que les #LR la destinent aux casseurs contrairement à #LREM qui la veut pour les Gilets Jaunes,2
10135,@JeanHugon3 Non non c'est bon ! tout baigne ! macron remonte dans les sondages et cette fois-ci  23 + 6 = 29 et 29 + 5 = 34 😉en deux coups de cuiller à pot il remonte au même niveau qu'avant le 17 novembre ! C'est pas beau quand même ! Bientôt le sondage sur le soutien aux #GiletsJaunes 😉,2
10163,La réponse éhontée d’une ministre dont le nom restera comme synonyme de la casse du système judiciaire et de l’utilisation de la justice à des fins d’intimidation. Cette ministre est indigne de la charge. #Mediapart #GiletsJaunes https://t.co/6R79Z1a2lY,2
10165,"@LaFrancematuer @GiletsJaunesFr Au lire vos commentaires, je confirme quelque chose à merder dans l’évolution, mais pas dans le camp des #giletsjaunes... 🤣🤣🤣🤣",2
9696,#GiletJaune,2
9693,@morandiniblog Les sionistes  Racistes  pro Macron de sortie sur ce post ?,2
9190,"Entretien avec Patrick Braouezec président de Plaine Commune, précurseur de la démocratie participative en France, qui avertit #GiletsJaunes et responsables politiques pour ne pas passer à côté du grand débat : ""Le référendum n'est pas une recette en soi"" https://t.co/OdE0pjbMjH https://t.co/UIhh4SfWxF",2
9364,RDV à la Libération... https://t.co/l7WMNP9vpe,2
9324,"C'est plus à #macron qu'il faut adresser les revendications, il ne repond pas car la réalité est que c'est pas lui qui décide donc mon souhait est #brigittedemission vue qu'elle est madame la présidente et pas la première dame",2
9325,#GiletsJaunes #Macron #Acte13,2
9326,#acte14 #Benalla #BFMTV https://t.co/Ea2iEdxXh7,2
9331,"A priori, samedi 9, manifs non déclarées et rab de frites. L’événement s'intitulerait Vas-y Jojo, nique la brute, fais courir la BAC. Jojo c'est un sacré lascar, tu peux compter sur lui pour mettre Paris en fête. Acte 13, que du bonheur ! #giletsjaunes",2
9333,Tout ça est illégal et criminel ! ,2
9334,Eux volent l'Etat de Palestine et assassine un peuple !  ,2
9336,#GroupPalestine #GiletsJaunes https://t.co/lTCHPSjqbf,2
9353,"#TDInfos @AgnesRunacher revient sur l'impact économique des manifestations des #GiletsJaunes : ""Il y a eu un impact sur le PIB de 2 milliards d'euros au mois de décembre. Il est impossible de chiffrer l’impact pour les commerçants."" https://t.co/t9DUhd037l",2
9362,🔵 Loi anti-#GiletsJaunes : votes POUR 387.,2
9363,"Pour mémoire @LaREM_AN, @lesRepublicains et @GroupeUDIMoDem.",2
9398,GILETS JAUNES : LA COLÈRE DES MUTILÉS https://t.co/Zl5baG0kSk via @YouTube,2
9686,#GiletsJaunes ça vous dirait de répondre à ce quizz... c'est très parlant ! https://t.co/YxnjVlPpUu,2
9399,"Syndicats, gilets jaunes, étudiants réunis à Nantes pour manifester ce 5 février. Si par le nombre la manifestation aura été une réussite, la convergence des luttes tend attendu n'aura pas eu lieu. Un petit tour et puis s'en va pour les syndicats. THREAD #nantes #giletsjaunes https://t.co/oPAQSRzaiu",2
9420,0⃣2⃣⛽🚕  #ViolencesPolice,2
9421,Christophe affirme avoir été visé et touché par 2 tirs de LBD samedi #2fevrier pendant l'#Acte12 des #GiletsJaunes place de la République à #Paris. Un photojournaliste présent sur place l'affirme également #CastanerDemission,2
9422,https://t.co/4W1CPDxsmI https://t.co/022cyDnwln,2
9430,"GILETS JAUNES DES VOSGES : ""MACRON N'EST QU'UN PION"" https://t.co/W866zJ1mgb via @YouTube",2
9437,"@PLudosky Priscillia, vous avez obtenu des choses en 3 semaines de casse. Depuis, ce n’est que mépris, mutilations et éborgnements.",2
9438,Ce texte s’adresse à Éric mais il s’adresse également a vous.,2
9439,Quoi qu’il arrive nous serons derrière les #GiletsJaunes.,2
9440,#Courage,2
9441,https://t.co/Gvpxvr7GIA,2
9323,"Mr Migaud est payé 14500 € par mois, et après il dit que les employés d'EDF ont trop d'avantages #courdescomptes #EDF Il est temps de virer tout ces connards qui nous donnent des leçons #GiletsJaunes",2
9317,Pourquoi les #GiletsJaunes ; ils seraient les seuls complotistes ; j’observe que notre Président de la République voit la main de la Russie partout ... https://t.co/vc5MQ5chM4,2
9312,"En revanche, pas de problème pour @BrunoMillienne du #Modem. Ils sont tellement idolâtres qu'ils voteraient n'importe quoi pourvu que cela vienne de Macron. #PauvreFrance #DériveAutoritaire #Répression #LoiAntiCasseurs #Mediapart #Démocratie #GiletsJaunes https://t.co/AYAcxEBWLH",2
9300,https://t.co/8toL3fiYGV,2
9195,#PacteDeMarakech approuvé par le parlement et le sénat le 25 Avril 2018,2
9196,#GiletsJaunes #GiletJaune #GileStJaunes #GiletJaunes #GiletsJaunesParis #AllumezVosCerveaux #RéveillezVous vite https://t.co/gzoiIU0eZl,2
9206,@GLarrive @thierry27200 Oui et au moins @fhollande n’a jamais connu XII actes hebdomadaires de #GiletsJaunes Les républicains doivent cesser de se diviser et redonner de l’espoir à nos compatriotes. Ils sont la seule force d’alternance responsable.,2
9207,#GiletsJaunes #GiletJaune #GileStJaunes #GiletJaunes #GiletsJaunesParis Vidéo a écouter 😠 #ViveLaFrance #GrèveGénérale #BloquonsLePays #VidezVosComptes #PayezEnLiquide https://t.co/6wKywOtsRS,2
9228,Encore une raison de ne pas supprimer le #Sénat.,2
9230,#GrandDebatNational ,2
9231,#ADP https://t.co/8qRgjyr13J,2
9232,Ouverture d un magasin de #GiletsJaunes sur #champselysees https://t.co/a4WkIL9Y9i,2
9236,Les idiots utiles du système sont lâchés : même rôle que les antifas avec les #GiletsJaunes : introduire de la brutalité pour dicréditer l’opposition réelle‼️ https://t.co/7YJ3B4W2PJ,2
9240,#giletsjaunes LISEZ CELA France= EGALITE ils ne sont pas nantis?ET C EST VOUS QUI PAYEZ si vous trouvez ça normal ALORS STOPPER VOTRE MOUVEMENT et ils ne sont pas les SEULS... https://t.co/SleKtwBvvV,2
9241,"Si les États-Unis sont le modèle de société occidentale, la France est l’exemple à suivre. ",2
9242,#GiletsJaunes #VIRépublique #RIC https://t.co/qofXcdhpCg,2
9258,"Un gendarme aux #Giletsjaunes à #Montpellier : «Toutes nos familles, elles sont avec vous !» (VIDEO)",2
9259,➡️ https://t.co/29B9DJvQ1K https://t.co/BUZWGtbpKH,2
9275,"📺  Dans l'émission quotidiennne de #CàVous, le brillant #FrançoisBégaudeau clashe le chroniqueur Patrick #Cohen en lui assénant un :",2
9277, Ne vous faites pas plus bête que vous n'êtes..,2
9278,Et ça ....j'achèèèèèèète ! 👏👏👏,2
9279,#Macron #GiletsJaunes #Violence #ViolencesPolicieres #LREM https://t.co/BRJ2qYlF4x,2
9293,"À #Paris, aux côtés des citoyennes et citoyens en lutte contre la politique de #Macron. #GreveGenerale5Fevrier #GiletsJaunes https://t.co/njGp3Ald0t",2
9298,#GiletsJaunes &amp; #VictorHugo ,2
9299,"Je médis, je médite et je médicamente",2
9451,Comment sont déterminés les effectifs de police ? Quelles répercussions financières et sportives pour les clubs ? Quelles solutions ? 27 matches de @Ligue1Conforama ont été reprogrammés depuis le début du mouvement des #Giletsjaunes ,2
9452,https://t.co/5Da9fcq5vD,2
9465,🗣 @AQuatennens de La @FranceInsoumise sur les #GiletsJaunes : ,2
9600,Alerte : #Macron ↗️ dans 1 #sondage.,2
9607,Macron démission ???? https://t.co/a4IpQjNCpm via @YouTube,2
9608,Jerome Rodrigues 🧔💛 ,2
9609,"Grande gueule et cœur tendre, la figure barbue des gilets jaunes voit sa blessure à l’œil devenir un symbole de la répression.",2
9610,#GiletsJaunes #MouvementCitoyen,2
9611,https://t.co/dshNtJjWNb,2
9617,"En devenant depuis quelques semaines un mouvement de manifestations urbaines hebdomadaires, les #GiletsJaunes sont devenus inoffensifs pr le pouvoir,coupés de leurs base sociologique d'origine,sujets à l'infiltration de gauche et exposés aux persécutions policières et judiciaires",2
9618,"#Manifestation du #5février : Les #partispolitiques #électoralistes (aidés par les #syndicats réformistes) font les pompiers sectaires de la #révolution commencée par les #GiletsJaunes""""... https://t.co/0MFBDqr713",2
9624,Les #GiletsJaunes scandent #MacronDémission ,2
9625,Pas les #partispolitiques #electoralistes pas les #syndicats,2
9626,https://t.co/0MFBDqr713 https://t.co/bamKFwKxtt,2
9629,"Pas vu sur les autres médias, #OnSeReveilleOuPas?",2
9630,#ViolencesPolicieres #GiletsJaunes,2
9631,@CourPenaleInt @Defenseurdroits https://t.co/buwNfyu400,2
9634,Ce matin à la #manifestation au #Havre le processus de pourrissement de la #révolution en marche était à l’œuvre.,2
9635,L'ambiance révolutionnaire des #GiletsJaunes n'était plus là...,2
9636,https://t.co/0MFBDqr713 https://t.co/hTivPqPvzw,2
9659,#PARIS Tensions en cours après l'arrivée de la manifestation place de la Concorde. Les FDO interviennent.,2
9660,#GreveGenerale5fevrier #GreveGenerale #GiletsJaunes https://t.co/nf3i6ieG1I,2
9664,Les antifas de Paris hués par les gilets jaunes. Ce mouvement patriote anti-taxes issu de la France profonde n'a vraiment rien à partager avec l'extrême gauche parisienne  #giletsjaunes https://t.co/YxCnImGo8m,2
9673,@ion_positon On ne pourra pas dire qu'ils ont un quelconque parti pris dans leurs analyses... Ils voient clair sur ce mouvement qui n'a plus rien des gentils galériens de la vie qui ont du mal à joindre les 2 bouts...,2
9674,#GiletsJaunes #idiocratie #fachosphere #blackblocks #complotisme #FI #FN,2
9601,"Demain ou après demain ou après après demain ... Les journalistes d'investigation, les opposants politiques, les #GiletsJaunes , les météorologues, les pompes funèbres, les éboueurs ... publieront des infos compromettantes sur le psdt ! https://t.co/T5Ibf2siVW",2
12960,#GiletsJaunes #GiletsJaunes94 #ActeXIII #Acte13 #ISF #RIC #femmesgiletsjaunes #StylosRouges https://t.co/oFBxx2kUcB,2
9466,Nous n'avons jamais revendiqué la paternité du mouvement des Gilets jaunes,2
9583,#Etudiants #Université #IledeFrance https://t.co/6MPxKLq6V9,2
9467,📺 #AudreyAndCo @audrey_crespo https://t.co/IRDbCIq9AT,2
9476,"Clip-clop...vaguelette...@JLMelenchon #CGT (+ @attac_fr @PCF #SUD  etc...)...Pour l'institut indépendant @enlOccurrence vous n'étiez que 13 950 à Paris, soit 150 de plus que les #GiletsJaunes le samedi précédent...Vous ne représentez donc que 150 personnes de plus, quoi...😂",2
9496,Le Havre. Un chauffeur de camion fonce sur un barrage de Gilets jaunes #Normandie #Giletsjaunes https://t.co/X5JXERztpa via @ouestfrance,2
9547,Soutien à la #CFDT à @CfdtBerger. Encouragements dans votre #dialogue et vos #ambitions. Résistons aux #menaces #intimidations #agressions des dérives fascistes conduites par les parties #factieuses du mouvement #giletsjaunes. https://t.co/G17ypOw5Zb,2
9550,"@20HPolitique @M_Orphelin @AlainMarschall @BFMTV Hulot, Ophelin, après la désertion de 50 députés, hier, en rase  campagne anticasseurs. Je pensais que cette décomposition s'amorcerait  plus tard vers mi-2020.. c'est rapide. ",2
9551,"Effet #GiletsJaunes , #GrandDebatNational  #Benalla ?",2
9552,"Un peu de tout ça, avec des portes qui s'ouvrent. https://t.co/TzwXawMXqV",2
9553,"Le chenil est en ébullition. On lui a jeté un os, et un beau: la Marguerite qui a transformé un vieux tube de Fugain en hymne joyeux des #GiletsJaunes a fait, il y a quelques années, une courte apparition dans un clip pro-Manif pour tous.",2
9554,(lire la suite),2
9555,https://t.co/TtzgQCPN9P,2
9566,#GILETSJAUNES : Le Peuple Contre les Élites ? https://t.co/wd1o6Tb6u5,2
9568,Montée du #PuyDeDome par les marcheurs #Lamarchepourlavie #GiletsJaunes en versons HD pour profiter de la beauté des paysages de notre si beau département ! ,2
9569,https://t.co/Iy69N2IDFe,2
9570,Le pédé et sa pédophile,2
9571,https://t.co/T5oK2aJmT6,2
9572,#macron #giletsjaunes,2
9574,@le_gorafi @BrunoMasure Et 25% des illuminatis croient à un complot des #GiletsJaunes,2
9578,Tu agites tes petits bras dans le vide Cher Alexis ! Ce qui tue ce pays c'est le chacun pour soit comme par exemple les familles de CSP++ qui s'accaparent les aides sociales réservées aux plus modestes et qui ensuite vont se pavaner en Amérique du Sud... #corbiere #GiletsJaunes https://t.co/6gNQMRFMj6,2
9580,🔴 #Paris - Rue de Rivoli - #5Février,2
9581,Les étudiants sont présents en nombre ce mardi après-midi à Paris.,2
9582,#GreveGenerale #GiletsJaunes,2
8039,le pays. »,2
8037,"la gouvernance et remettre en cause la gouvernance, c'est d'abord pour",2
10414,Qui peut croire que #Macron soit passé à 23% de popularité en octobre  avant la crise des #GiletsJaunes à 34% en février à part les 308 chèvres de la #Macronie qui ont été élues car ils avaient l'étiquette Macron collée au front #IFOP Officine de fabrique d'opinion macronienne,2
6428,« Taxer les ventes sur les résidences principales ». ,2
6353,C'est tout de même un gag que le mouvement des #giletsjaunes ait propulsé Macron dans un show médiatique continu! https://t.co/mar5PQZGx3,2
6384,Il y a 85 ans: les émeutes antiparlementaires des partisans d'extrême droite ont lieu le 6 février 1934 à Paris. Darcy Benson discute les similarités et les différences entre les manifestants de 1934 et les #GiletsJaunes d'aujourd'hui. https://t.co/tJ3CldbGvO,2
6389,"27 % des Français pensent que Les Illuminati existent, 25 % croient au grand remplacement, 22 % sont persuadés qu'il existe un complot sioniste, 43 % jugent que le gouvernement cache la nocivité des vaccins . Ça éclaire les #giletsjaunes😂 https://t.co/l3MAvrL0wj",2
6394,"⚡️GRÈVE DU 5 FÉVRIER / Selon la #CGT, près de 300.000 manifestants et #GiletsJaunes étaient dans les rues en France 🇫🇷 le Mardi 5 Février  https://t.co/RuORfV7l0A",2
6396,"🔺️#GiletsJaunes: Remerciements de #Mediapart aux #GiletsJaunes venus les soutenir devant les les locaux de ce journal, les #GJ soutiennent toujours les bonnes causes ✊",2
6397,#Benalla #France #Paris #YellowVests #Macron https://t.co/zJkdnZopNK,2
6420,Les lobbys des chimistes et de leurs chimiquiers intoxiquent les instances européennes qui n'y voient plus rien...,2
6421,#Europeennes2019  #GiletsJaunes #GiletsJeunes #femmesgiletsjaunes #ActeXIII #RIC https://t.co/SuLTYYSLwR,2
6423,Pour #Macron cela ne fait plus aucun doute..le @canardenchaine a forcément été infiltré par des journalistes de @RTenfrancais. #GiletsJaunes https://t.co/b0gNwuVkPi,2
6427,🔴#Macron Encore une idée communiste 😡 ,2
6429,Enfiler tous un #GiletsJaunes.,2
6234,@EmmanuelMacron Le droit de manifesté est remis en cause,2
6430,#Rasleboldestaxes et des impôts exorbitants  🌎 Numéro un dans le monde 🌎! ,2
6431,🔴,2
6436,[#transports] 7 questions sur la hausse des tarifs autoroutiers,2
6437,"Le modèle économique des concessions est critiqué par les #GiletsJaunes, alors que les péages augmentent le 01/02. Comment s’explique cette hausse et pourquoi est-elle critiquée? https://t.co/tGf7FWNZ5Y",2
6452,"Dans le public, principalement des vieux, il y a du baby-boomer à l'hectare...",2
6453,"Et puis surtout principalement des gens déjà impliqués dans la politique municipale, élus ou anciens élus.",2
6454,Pour l'instant aucun #GiletsJaunes.,2
6455,#LT #GrandDébat,2
6473,@Elysee @EmmanuelMacron @afpfr @BFMTV @libe @lemondefr @Le_Figaro ,2
6474,"Aujourd'hui, #GiletsJaunes est la seule nouvelle et #France est le seul pays au monde.",2
6343,"Extrait du clip du son des étudiant.e.s de P8 qui sort ce soir ""C'est la grève"" #PourLaGrèveGénérale #GiletsJaunes #YellowVests https://t.co/xThomVw5BJ",2
6331,https://t.co/lynew66RSj https://t.co/T2Ykp93T2J,2
6330,"⚡️NICE / Vers un record de mobilisation sur le territoire 🇫🇷 ? À #Nice, les #GiletsJaunes sont très nombreux à manifester actuellement, jour de  #GreveGenerale5Fevrier ",2
6329,"📹 .@NicolasBay_ : ""Il y a une injustice fiscale, qui est le point de départ du mouvement des #GiletsJaunes, et l'extrême gauche - Mélenchon défendait 50 milliards d'euros d'impôts supplémentaires - n'est pas crédible dans le combat contre l'injustice fiscale."" @CNEWS #Punchline https://t.co/8MCVDxtRvh",2
6236,La justice au service de Matinont,2
6237,Bien joué mais la partie n est pas fini #GiletsJaunes #avocats #AFP,2
6238,#CSA #AFP,2
6239,#AffaireBenallaMacron,2
6240,#Macron #DroitsDeLHomme,2
6248,Parce que ça fait du bien #GiletsJaunes https://t.co/SRdQNDN6P1,2
6254,@gabrielmathieu9 @le_Parisien La radicalisation était présente dès le début..,2
6255,Paris - décembre 2018 : Violence extrême des #giletsjaunes,2
6256,(durée : 25 minutes),2
6257,https://t.co/9rK49Cxand,2
6259,La cuisine au beurre noir.,2
6260,"(""L'Humanité""-05 février 2019) #ViolencesPolicières #GiletsJaunes #LBD40 https://t.co/QSdCci4iEG",2
6262,"Cherche video amateur, live pour chaque évènement, photos pour immortaliser le mouvement des Gilets Jaunes  ;) https://t.co/QMWF6evNmP #GiletsJaunes @GJ #Toulouse",2
6289,⚡️🎥 INÉDIT - #ViolencesPolicières ,2
6290,Le policier ayant tiré sur Jérôme Rodrigues rigole au nez des #GiletsJaunes !! 😡,2
6291,À RT au maximum... 😱 https://t.co/460OvMbW2R,2
6295,⚡️🎥 FLASH - #Paris ,2
6296,De nombreux tirs de LBD &amp; lacrymogènes retentissent Place de la Concorde !💥😡,2
6297,#GreveGenerale5Fevrier #ViolencesPolicières #GiletsJaunes,2
6298,(via @GiletsJaunesGo) https://t.co/IUhAZIvpDQ,2
6322,Conseil municipal extraordinaire à #Cholet : environ soixante personnes attendent devant les portes de la salle du conseil #Giletsjaunes #pompiers,2
6475,L'avenir de l'humanité dépend des deux.,2
6476,Today #GiletsJaunes is the only news and #France is the only country on earth. https://t.co/Q47nDXc1Lf,2
6524,On a les Gilets Jaunes qu'on mérite.,2
6629,"LIVE Banque nationale, crédit public ? Dans 3 minutes, échangez en direct avec @JCheminade  à ce lien https://t.co/gGVRLcCsDJ #GiletsJaunes #GreveGenerale #LBD40 #Banques #Macron #Toulouse #Lille #Rouen #Bordeaux https://t.co/Bc1X92qVAD",2
6657,@dt_oceane @MoiJAimePo La sécu devrait prendre ça en charge pour les pauvres !!!,2
6680,"et évidemment les #GiletsJaunes seront les ""mauvais"" manifestants qui seront fichés (déjà fait pour certains) et interdits de #manif",2
6681,#LoiAntiCasseurs est en réalité un simulacre permettant au gouvernement de donner des ordres aux préfets pour casser le mouvement d'opposition! https://t.co/ZZ3kyVhNgu,2
6689,"LIVE Banque nationale, crédit public ? Dans 4 minutes, échangez en direct avec @JCheminade  à ce lien https://t.co/H5y08cV8pQ #GiletsJaunes #GreveGenerale #LBD40 #Banques #Macron #Toulouse #Lille #Rouen #Bordeaux https://t.co/bCzojm65IH",2
6690,"LIVE Banque nationale, crédit public ? Dans 4 minutes, échangez en direct avec @JCheminade  à ce lien https://t.co/CAt6uAPoHj #GiletsJaunes #GreveGenerale #LBD40 #Banques #Macron #Toulouse #Lille #Rouen #Bordeaux https://t.co/tuoSSs5hKX",2
6691,"LIVE Banque nationale, crédit public ? Dans 4 minutes, échangez en direct avec @JCheminade  à ce lien https://t.co/reJ77CvEem #GiletsJaunes #GreveGenerale #LBD40 #Banques #Macron #Toulouse #Lille #Rouen #Bordeaux https://t.co/ZSnNAm6P1i",2
6699,au-delà des #incendie de l'#AffaireBenallaMacron des #GiletsJaunes je remercie des personnes comme @philipepascot qui ont dénoncé l'abandon de la #France pour les plus petits #agriculteurs #bio ,2
6700,@LeRameauLibre @plumedeschamps @YvesBoiteau1 @courrierouest ,2
6701,#MaineetLoire @AnjouEco https://t.co/v0OcVpkA9o,2
